P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,C,C2,C3,CN,CO,CO2,C(gr)
1,3.425000e+03,2.147720e-01,3.532680e+00,1.212040e-04,1.024810e-07,3.664560e-08,6.209350e-01,6.368500e-14,1.739900e-03,1.757160e-03,1.616580e-02,2.301430e-02,3.362670e-01,6.629910e-08,1.000000e+00
1,3.450000e+03,2.225660e-01,3.747780e+00,1.365310e-04,1.124820e-07,3.839850e-08,6.159930e-01,6.731470e-14,2.084290e-03,2.158000e-03,1.975620e-02,2.555370e-02,3.343190e-01,6.325780e-08,1.000000e+00
1,3.475000e+03,2.318880e-01,3.994230e+00,1.534260e-04,1.231630e-07,4.013640e-08,6.103020e-01,7.094150e-14,2.490280e-03,2.642250e-03,2.407140e-02,2.831030e-02,3.320300e-01,6.026480e-08,1.000000e+00
1,3.500000e+03,2.430450e-01,4.277060e+00,1.719880e-04,1.345100e-07,4.183790e-08,6.037530e-01,7.451610e-14,2.967700e-03,3.225590e-03,2.924260e-02,3.129240e-02,3.293460e-01,5.730400e-08,1.000000e+00
1,3.525000e+03,2.564140e-01,4.601950e+00,1.923010e-04,1.464960e-07,4.347730e-08,5.962230e-01,7.797750e-14,3.527750e-03,3.926300e-03,3.542250e-02,3.450590e-02,3.262020e-01,5.435930e-08,1.000000e+00
1,3.550000e+03,2.724570e-01,4.975360e+00,2.144380e-04,1.590690e-07,4.502360e-08,5.875700e-01,8.125140e-14,4.183160e-03,4.765670e-03,4.278730e-02,3.795410e-02,3.225250e-01,5.141520e-08,1.000000e+00
1,3.575000e+03,2.917490e-01,5.404550e+00,2.384500e-04,1.721490e-07,4.643960e-08,5.776380e-01,8.424800e-14,4.948370e-03,5.768420e-03,5.154070e-02,4.163580e-02,3.182300e-01,4.845630e-08,1.000000e+00
1,3.600000e+03,3.150090e-01,5.897640e+00,2.643530e-04,1.856220e-07,4.768160e-08,5.662500e-01,8.686130e-14,5.839750e-03,6.963160e-03,6.191720e-02,4.554480e-02,3.132210e-01,4.546830e-08,1.000000e+00
1,3.625000e+03,3.431550e-01,6.463660e+00,2.921220e-04,1.993250e-07,4.869840e-08,5.532060e-01,8.896680e-14,6.875750e-03,8.382980e-03,7.418600e-02,4.966740e-02,3.073900e-01,4.243770e-08,1.000000e+00
1,3.650000e+03,3.773650e-01,7.112580e+00,3.216700e-04,2.130410e-07,4.943070e-08,5.382860e-01,9.042170e-14,8.077220e-03,1.006600e-02,8.865590e-02,5.398080e-02,3.006120e-01,3.935300e-08,1.000000e+00
1,3.675000e+03,4.191850e-01,7.855280e+00,3.528300e-04,2.264850e-07,4.981070e-08,5.212460e-01,9.106500e-14,9.467590e-03,1.205600e-02,1.056800e-01,5.844940e-02,2.927490e-01,3.620470e-08,1.000000e+00
1,3.700000e+03,4.706830e-01,8.703520e+00,3.853240e-04,2.392850e-07,4.976210e-08,5.018140e-01,9.071980e-14,1.107320e-02,1.440330e-02,1.256600e-01,6.302190e-02,2.836420e-01,3.298690e-08,1.000000e+00
1,3.725000e+03,5.346860e-01,9.669850e+00,4.187260e-04,2.509650e-07,4.920050e-08,4.796970e-01,8.919850e-14,1.292350e-02,1.716550e-02,1.490540e-01,6.762540e-02,2.731160e-01,2.969820e-08,1.000000e+00
1,3.750000e+03,6.151690e-01,1.076750e+01,4.524120e-04,2.609230e-07,4.803480e-08,4.545730e-01,8.631110e-14,1.505140e-02,2.040830e-02,1.763830e-01,7.215920e-02,2.609730e-01,2.634320e-08,1.000000e+00
1,3.775000e+03,7.179070e-01,1.200990e+01,4.854910e-04,2.684080e-07,4.617030e-08,4.260990e-01,8.187940e-14,1.749400e-02,2.420650e-02,2.082350e-01,7.648520e-02,2.469940e-01,2.293470e-08,1.000000e+00
1,3.800000e+03,8.516230e-01,1.341070e+01,5.167010e-04,2.724850e-07,4.351360e-08,3.939160e-01,7.575910e-14,2.029210e-02,2.864530e-02,2.452780e-01,8.041440e-02,2.309370e-01,1.949600e-08,1.000000e+00
1,3.825000e+03,1.030150e+00,1.498290e+01,5.442650e-04,2.720070e-07,3.998130e-08,3.576540e-01,6.787130e-14,2.349160e-02,3.382150e-02,2.882640e-01,8.368800e-02,2.125360e-01,1.606410e-08,1.000000e+00
1,3.850000e+03,1.276820e+00,1.673810e+01,5.656660e-04,2.655790e-07,3.551330e-08,3.169550e-01,5.824840e-14,2.714310e-02,3.984440e-02,3.380400e-01,8.594650e-02,1.915050e-01,1.269330e-08,1.000000e+00
1,3.875000e+03,1.634250e+00,1.868540e+01,5.772750e-04,2.515180e-07,3.009520e-08,2.715040e-01,4.709720e-14,3.130300e-02,4.683780e-02,3.955580e-01,8.668100e-02,1.675390e-01,9.459210e-09,1.000000e+00
1,3.900000e+03,2.189350e+00,2.082940e+01,5.736920e-04,2.278360e-07,2.379440e-08,2.210930e-01,3.488480e-14,3.603340e-02,5.494120e-02,4.618870e-01,8.514280e-02,1.403280e-01,6.464060e-09,1.000000e+00
1,3.925000e+03,3.150460e+00,2.316680e+01,5.464010e-04,1.922370e-07,1.682130e-08,1.657690e-01,2.244740e-14,4.140340e-02,6.431190e-02,5.382240e-01,8.016120e-02,1.095840e-01,3.841300e-09,1.000000e+00
1,3.950000e+03,5.168580e+00,2.567890e+01,4.804740e-04,1.422360e-07,9.643240e-09,1.061980e-01,1.112160e-14,4.748870e-02,7.512640e-02,6.259060e-01,6.968830e-02,7.511200e-02,1.759330e-09,1.000000e+00
1,3.975000e+03,1.176410e+01,2.830560e+01,3.431360e-04,7.574000e-08,3.236280e-09,4.498030e-02,2.857540e-15,5.437330e-02,8.758280e-02,7.264250e-01,4.920930e-02,3.708570e-02,4.182680e-10,1.000000e+00
1,4.000000e+03,2.000000e+02,3.051980e+01,5.177450e-05,5.328700e-09,3.036490e-11,8.523760e-04,1.283260e-17,6.178820e-02,1.007230e-01,8.268770e-01,7.299800e-03,2.407370e-03,1.729580e-12,0.000000e+00
1,4.025000e+03,2.000000e+02,3.068310e+01,5.536160e-05,6.012380e-09,3.242850e-11,8.130230e-04,1.483940e-17,6.691260e-02,1.053480e-01,8.171500e-01,7.326260e-03,2.394440e-03,1.759640e-12,0.000000e+00
1,4.050000e+03,2.000000e+02,3.085370e+01,5.912010e-05,6.773150e-09,3.458410e-11,7.751780e-04,1.712660e-17,7.237150e-02,1.100650e-01,8.070010e-01,7.347060e-03,2.380850e-03,1.789070e-12,0.000000e+00
1,4.075000e+03,2.000000e+02,3.103200e+01,6.305330e-05,7.618420e-09,3.683290e-11,7.388130e-04,1.972840e-17,7.817850e-02,1.148660e-01,7.964250e-01,7.362190e-03,2.366580e-03,1.817800e-12,0.000000e+00
1,4.100000e+03,2.000000e+02,3.121830e+01,6.716440e-05,8.556180e-09,3.917540e-11,7.038990e-04,2.268230e-17,8.434740e-02,1.197430e-01,7.854150e-01,7.371630e-03,2.351620e-03,1.845770e-12,0.000000e+00
1,4.125000e+03,2.000000e+02,3.141300e+01,7.145650e-05,9.595030e-09,4.161250e-11,6.704030e-04,2.602980e-17,9.089130e-02,1.246870e-01,7.739690e-01,7.375390e-03,2.335950e-03,1.872910e-12,0.000000e+00
1,4.150000e+03,2.000000e+02,3.161650e+01,7.593250e-05,1.074420e-08,4.414450e-11,6.382900e-04,2.981650e-17,9.782330e-02,1.296870e-01,7.620830e-01,7.373490e-03,2.319560e-03,1.899150e-12,0.000000e+00
1,4.175000e+03,2.000000e+02,3.182930e+01,8.059500e-05,1.201370e-08,4.677190e-11,6.075270e-04,3.409240e-17,1.051560e-01,1.347320e-01,7.497550e-01,7.365940e-03,2.302440e-03,1.924430e-12,0.000000e+00
1,4.200000e+03,2.000000e+02,3.205180e+01,8.544650e-05,1.341410e-08,4.949470e-11,5.780760e-04,3.891210e-17,1.129010e-01,1.398110e-01,7.369870e-01,7.352790e-03,2.284570e-03,1.948690e-12,0.000000e+00
1,4.225000e+03,2.000000e+02,3.228440e+01,9.048960e-05,1.495680e-08,5.231310e-11,5.499000e-04,4.433550e-17,1.210710e-01,1.449100e-01,7.237790e-01,7.334070e-03,2.265950e-03,1.971860e-12,0.000000e+00
1,4.250000e+03,2.000000e+02,3.252770e+01,9.572640e-05,1.665410e-08,5.522710e-11,5.229610e-04,5.042800e-17,1.296750e-01,1.500150e-01,7.101350e-01,7.309820e-03,2.246580e-03,1.993880e-12,0.000000e+00
1,4.275000e+03,2.000000e+02,3.278200e+01,1.011590e-04,1.851910e-08,5.823660e-11,4.972220e-04,5.726100e-17,1.387230e-01,1.551110e-01,6.960610e-01,7.280120e-03,2.226440e-03,2.014700e-12,0.000000e+00
1,4.300000e+03,2.000000e+02,3.304800e+01,1.067900e-04,2.056570e-08,6.134150e-11,4.726440e-04,6.491220e-17,1.482240e-01,1.601830e-01,6.815640e-01,7.245020e-03,2.205540e-03,2.034260e-12,0.000000e+00
1,4.325000e+03,2.000000e+02,3.332600e+01,1.126200e-04,2.280880e-08,6.454160e-11,4.491900e-04,7.346660e-17,1.581850e-01,1.652130e-01,6.666520e-01,7.204620e-03,2.183880e-03,2.052530e-12,0.000000e+00
1,4.350000e+03,2.000000e+02,3.361670e+01,1.186530e-04,2.526460e-08,6.783690e-11,4.268200e-04,8.301640e-17,1.686120e-01,1.701840e-01,6.513390e-01,7.158990e-03,2.161460e-03,2.069450e-12,0.000000e+00
1,4.375000e+03,2.000000e+02,3.392050e+01,1.248890e-04,2.794990e-08,7.122730e-11,4.054990e-04,9.366240e-17,1.795100e-01,1.750770e-01,6.356360e-01,7.108260e-03,2.138290e-03,2.084990e-12,0.000000e+00
1,4.400000e+03,2.000000e+02,3.423800e+01,1.313300e-04,3.088320e-08,7.471310e-11,3.851890e-04,1.055140e-16,1.908820e-01,1.798730e-01,6.195620e-01,7.052520e-03,2.114380e-03,2.099130e-12,0.000000e+00
1,4.425000e+03,2.000000e+02,3.456970e+01,1.379790e-04,3.408370e-08,7.829460e-11,3.658540e-04,1.186910e-16,2.027280e-01,1.845530e-01,6.031340e-01,6.991910e-03,2.089760e-03,2.111840e-12,0.000000e+00
1,4.450000e+03,2.000000e+02,3.491610e+01,1.448380e-04,3.757240e-08,8.197250e-11,3.474580e-04,1.333230e-16,2.150490e-01,1.890950e-01,5.863730e-01,6.926570e-03,2.064430e-03,2.123110e-12,0.000000e+00
1,4.475000e+03,2.000000e+02,3.527790e+01,1.519100e-04,4.137150e-08,8.574780e-11,3.299670e-04,1.495540e-16,2.278410e-01,1.934790e-01,5.693030e-01,6.856650e-03,2.038420e-03,2.132950e-12,0.000000e+00
1,4.500000e+03,2.000000e+02,3.565540e+01,1.591960e-04,4.550500e-08,8.962220e-11,3.133470e-04,1.675370e-16,2.410990e-01,1.976830e-01,5.519510e-01,6.782320e-03,2.011760e-03,2.141370e-12,0.000000e+00
1,4.525000e+03,2.000000e+02,3.604930e+01,1.667000e-04,4.999840e-08,9.359780e-11,2.975650e-04,1.874440e-16,2.548150e-01,2.016870e-01,5.343450e-01,6.703770e-03,1.984480e-03,2.148380e-12,0.000000e+00
1,4.550000e+03,2.000000e+02,3.646000e+01,1.744250e-04,5.487930e-08,9.767760e-11,2.825880e-04,2.094620e-16,2.689800e-01,2.054680e-01,5.165170e-01,6.621180e-03,1.956610e-03,2.154010e-12,0.000000e+00
1,4.575000e+03,2.000000e+02,3.688790e+01,1.823770e-04,6.017720e-08,1.018650e-10,2.683860e-04,2.337960e-16,2.835810e-01,2.090050e-01,4.985000e-01,6.534780e-03,1.928200e-03,2.158330e-12,0.000000e+00
1,4.600000e+03,2.000000e+02,3.733350e+01,1.905590e-04,6.592410e-08,1.061660e-10,2.549290e-04,2.606740e-16,2.986020e-01,2.122780e-01,4.803300e-01,6.444770e-03,1.899290e-03,2.161370e-12,0.000000e+00
1,4.625000e+03,2.000000e+02,3.779730e+01,1.989780e-04,7.215460e-08,1.105850e-10,2.421870e-04,2.903470e-16,3.140250e-01,2.152650e-01,4.620470e-01,6.351410e-03,1.869930e-03,2.163220e-12,0.000000e+00
1,4.650000e+03,2.000000e+02,3.827940e+01,2.076410e-04,7.890600e-08,1.151310e-10,2.301330e-04,3.230930e-16,3.298290e-01,2.179470e-01,4.436910e-01,6.254950e-03,1.840170e-03,2.163960e-12,0.000000e+00
1,4.675000e+03,2.000000e+02,3.878030e+01,2.165550e-04,8.621900e-08,1.198120e-10,2.187370e-04,3.592250e-16,3.459900e-01,2.203050e-01,4.253040e-01,6.155640e-03,1.810080e-03,2.163700e-12,0.000000e+00
1,4.700000e+03,2.000000e+02,3.930000e+01,2.257300e-04,9.413790e-08,1.246380e-10,2.079750e-04,3.990890e-16,3.624810e-01,2.223220e-01,4.069300e-01,6.053760e-03,1.779710e-03,2.162550e-12,0.000000e+00
1,4.725000e+03,2.000000e+02,3.983860e+01,2.351780e-04,1.027110e-07,1.296230e-10,1.978210e-04,4.430760e-16,3.792720e-01,2.239810e-01,3.886150e-01,5.949610e-03,1.749130e-03,2.160630e-12,0.000000e+00
1,4.750000e+03,2.000000e+02,4.039630e+01,2.449100e-04,1.119910e-07,1.347820e-10,1.882490e-04,4.916250e-16,3.963310e-01,2.252690e-01,3.704060e-01,5.843480e-03,1.718400e-03,2.158100e-12,0.000000e+00
1,4.775000e+03,2.000000e+02,4.097270e+01,2.549420e-04,1.220370e-07,1.401310e-10,1.792350e-04,5.452330e-16,4.136210e-01,2.261720e-01,3.523490e-01,5.735670e-03,1.687610e-03,2.155120e-12,0.000000e+00
1,4.800000e+03,2.000000e+02,4.156780e+01,2.652910e-04,1.329120e-07,1.456920e-10,1.707570e-04,6.044640e-16,4.311070e-01,2.266820e-01,3.344920e-01,5.626480e-03,1.656820e-03,2.151850e-12,0.000000e+00
1,4.825000e+03,2.000000e+02,4.218100e+01,2.759740e-04,1.446870e-07,1.514860e-10,1.627910e-04,6.699570e-16,4.487460e-01,2.267900e-01,3.168820e-01,5.516250e-03,1.626110e-03,2.148480e-12,0.000000e+00
1,4.850000e+03,2.000000e+02,4.281180e+01,2.870150e-04,1.574400e-07,1.575410e-10,1.553160e-04,7.424430e-16,4.664980e-01,2.264920e-01,2.995670e-01,5.405260e-03,1.595550e-03,2.145200e-12,0.000000e+00
1,4.875000e+03,2.000000e+02,4.345950e+01,2.984350e-04,1.712580e-07,1.638870e-10,1.483100e-04,8.227570e-16,4.843190e-01,2.257840e-01,2.825910e-01,5.293850e-03,1.565230e-03,2.142220e-12,0.000000e+00
1,4.900000e+03,2.000000e+02,4.412320e+01,3.102630e-04,1.862360e-07,1.705560e-10,1.417530e-04,9.118570e-16,5.021630e-01,2.246690e-01,2.659990e-01,5.182310e-03,1.535230e-03,2.139750e-12,0.000000e+00
1,4.925000e+03,2.000000e+02,4.480180e+01,3.225270e-04,2.024810e-07,1.775860e-10,1.356240e-04,1.010840e-15,5.199840e-01,2.231500e-01,2.498310e-01,5.070940e-03,1.505610e-03,2.138030e-12,0.000000e+00
1,4.950000e+03,2.000000e+02,4.549400e+01,3.352600e-04,2.201120e-07,1.850200e-10,1.299030e-04,1.120970e-15,5.377360e-01,2.212330e-01,2.341280e-01,4.960030e-03,1.476450e-03,2.137270e-12,0.000000e+00
1,4.975000e+03,2.000000e+02,4.619830e+01,3.484950e-04,2.392600e-07,1.929050e-10,1.245710e-04,1.243710e-15,5.553730e-01,2.189300e-01,2.189260e-01,4.849860e-03,1.447830e-03,2.137720e-12,0.000000e+00
1,5.000000e+03,2.000000e+02,4.691310e+01,3.622710e-04,2.600710e-07,2.012920e-10,1.196090e-04,1.380720e-15,5.728480e-01,2.162540e-01,2.042550e-01,4.740670e-03,1.419810e-03,2.139620e-12,0.000000e+00
1.77828,3.000000e+02,8.742740e-02,-2.632220e+00,3.374950e-80,7.478730e-76,1.075360e-50,7.900000e-01,4.529900e-70,8.447330e-118,7.149050e-136,1.043440e-135,5.312630e-72,1.304840e-11,2.100000e-01,1.000000e+00
1.77828,3.250000e+02,8.742740e-02,-2.607560e+00,7.246270e-74,7.041240e-70,7.750160e-47,7.900000e-01,8.444350e-65,3.369640e-108,9.584470e-125,1.866380e-124,3.997160e-66,1.868240e-10,2.100000e-01,1.000000e+00
1.77828,3.500000e+02,8.742740e-02,-2.582700e+00,1.946240e-68,9.336250e-65,1.571060e-43,7.900000e-01,2.781640e-60,5.756670e-100,3.360340e-115,8.319570e-115,4.367140e-61,1.835290e-09,2.100000e-01,1.000000e+00
1.77828,3.750000e+02,8.742740e-02,-2.557660e+00,9.907110e-64,2.579050e-60,1.154330e-40,7.900000e-01,2.289890e-56,7.901610e-93,6.371540e-107,1.930380e-106,1.018470e-56,1.332820e-08,2.100000e-01,1.000000e+00
1.77828,4.000000e+02,8.742740e-02,-2.532420e+00,1.305270e-59,1.991080e-56,3.718220e-38,7.900000e-01,6.109620e-53,1.397000e-86,1.126920e-99,4.051830e-99,6.769160e-53,7.568020e-08,2.100000e-01,1.000000e+00
1.77828,4.250000e+02,8.742750e-02,-2.507000e+00,5.648850e-56,5.378290e-53,6.072850e-36,7.900000e-01,6.445380e-50,4.564660e-81,2.821300e-93,1.174280e-92,1.599460e-49,3.507480e-07,2.100000e-01,1.000000e+00
1.77828,4.500000e+02,8.742770e-02,-2.481380e+00,9.665820e-53,6.053980e-50,5.631890e-34,7.899990e-01,3.138250e-47,3.650400e-76,1.383110e-87,6.530030e-87,1.595810e-46,1.372010e-06,2.099990e-01,1.000000e+00
1.77828,4.750000e+02,8.742840e-02,-2.455570e+00,7.570110e-50,3.260060e-47,3.242850e-32,7.899980e-01,7.968180e-45,8.919170e-72,1.715750e-82,9.035680e-82,7.701210e-44,4.651280e-06,2.099970e-01,1.000000e+00
1.77828,5.000000e+02,8.743030e-02,-2.429550e+00,3.050780e-47,9.379110e-45,1.245250e-30,7.899940e-01,1.163280e-42,7.951550e-68,6.612680e-78,3.830550e-77,2.004140e-41,1.395940e-05,2.099920e-01,1.000000e+00
1.77828,5.250000e+02,8.743530e-02,-2.403280e+00,6.955670e-45,1.576460e-42,3.378870e-29,7.899850e-01,1.056820e-40,2.986400e-64,9.350440e-74,5.888400e-73,3.071330e-39,3.773250e-05,2.099770e-01,1.000000e+00
1.77828,5.500000e+02,8.744680e-02,-2.376720e+00,9.695670e-43,1.665550e-40,6.792500e-28,7.899630e-01,6.373590e-39,5.314990e-61,5.558280e-70,3.767710e-69,2.978880e-37,9.316390e-05,2.099440e-01,1.000000e+00
1.77828,5.750000e+02,8.747170e-02,-2.349750e+00,8.809680e-41,1.174970e-38,1.051950e-26,7.899160e-01,2.691570e-37,4.940100e-58,1.554470e-66,1.124650e-65,1.940750e-35,2.125780e-04,2.098710e-01,1.000000e+00
1.77828,6.000000e+02,8.752160e-02,-2.322190e+00,5.504010e-39,5.820240e-37,1.296530e-25,7.898210e-01,8.320210e-36,2.600390e-55,2.246590e-63,1.722250e-62,8.925500e-34,4.526210e-04,2.097260e-01,1.000000e+00
1.77828,6.250000e+02,8.761620e-02,-2.293730e+00,2.472940e-37,2.111680e-35,1.306830e-24,7.896420e-01,1.953890e-34,8.298200e-53,1.815630e-60,1.465600e-59,3.020990e-32,9.065770e-04,2.094520e-01,1.000000e+00
1.77828,6.500000e+02,8.778570e-02,-2.263900e+00,8.299330e-36,5.815090e-34,1.102190e-23,7.893210e-01,3.596370e-33,1.700590e-50,8.772300e-58,7.415550e-57,7.795440e-31,1.719730e-03,2.089600e-01,1.000000e+00
1.77828,6.750000e+02,8.807520e-02,-2.231990e+00,2.148790e-34,1.252700e-32,7.930640e-23,7.887730e-01,5.326700e-32,2.350770e-48,2.682340e-55,2.363260e-54,1.580340e-29,3.107050e-03,2.081200e-01,1.000000e+00
1.77828,7.000000e+02,8.854850e-02,-2.197000e+00,4.412430e-33,2.166040e-31,4.948660e-22,7.878780e-01,6.491200e-31,2.286150e-46,5.450580e-53,4.984090e-52,2.582570e-28,5.371340e-03,2.067500e-01,1.000000e+00
1.77828,7.250000e+02,8.929230e-02,-2.157590e+00,7.359320e-32,3.072880e-30,2.715270e-21,7.864770e-01,6.630840e-30,1.621990e-44,7.677160e-51,7.259020e-50,3.478240e-27,8.918800e-03,2.046040e-01,1.000000e+00
1.77828,7.500000e+02,9.041850e-02,-2.112040e+00,1.017690e-30,3.644300e-29,1.325410e-20,7.843650e-01,5.767110e-29,8.663850e-43,7.774190e-49,7.575940e-48,3.935430e-26,1.426640e-02,2.013690e-01,1.000000e+00
1.77828,7.750000e+02,9.206500e-02,-2.058220e+00,1.187920e-29,3.671110e-28,5.812210e-20,7.812970e-01,4.325930e-28,3.580960e-41,5.842970e-47,5.851230e-46,3.803460e-25,2.203360e-02,1.966700e-01,1.000000e+00
1.77828,8.000000e+02,9.439190e-02,-1.993750e+00,1.188860e-28,3.184040e-27,2.308300e-19,7.770020e-01,2.827840e-27,1.173100e-39,3.351510e-45,3.439920e-44,3.185840e-24,3.290700e-02,1.900910e-01,1.000000e+00
1.77828,8.250000e+02,9.757040e-02,-1.916130e+00,1.034180e-27,2.405030e-26,8.357340e-19,7.712110e-01,1.624230e-26,3.110870e-38,1.503550e-43,1.577980e-42,2.342400e-23,4.756800e-02,1.812210e-01,1.000000e+00
1.77828,8.500000e+02,1.017620e-01,-1.823120e+00,7.914780e-27,1.597270e-25,2.773150e-18,7.637050e-01,8.248010e-26,6.803350e-37,5.390900e-42,5.773020e-41,1.528870e-22,6.657020e-02,1.697250e-01,1.000000e+00
1.77828,8.750000e+02,1.070830e-01,-1.713310e+00,5.386750e-26,9.401720e-25,8.469180e-18,7.543830e-01,3.719590e-25,1.247440e-35,1.574670e-40,1.717380e-39,8.947460e-22,9.017010e-02,1.554470e-01,1.000000e+00
1.77828,9.000000e+02,1.135610e-01,-1.586830e+00,3.291990e-25,4.937170e-24,2.388620e-17,7.433390e-01,1.494170e-24,1.946000e-34,3.811600e-39,4.226400e-38,4.737550e-21,1.181290e-01,1.385320e-01,1.000000e+00
1.77828,9.250000e+02,1.210720e-01,-1.446090e+00,1.822460e-24,2.326100e-23,6.239650e-17,7.309310e-01,5.357900e-24,2.616800e-33,7.762740e-38,8.737600e-37,2.288220e-20,1.495410e-01,1.195280e-01,1.000000e+00
1.77828,9.500000e+02,1.293040e-01,-1.296240e+00,9.213820e-24,9.882550e-23,1.514050e-16,7.177980e-01,1.718550e-23,3.068940e-32,1.348420e-36,1.538520e-35,1.015820e-19,1.827900e-01,9.941230e-02,1.000000e+00
1.77828,9.750000e+02,1.377620e-01,-1.144820e+00,4.286030e-23,3.805810e-22,3.424320e-16,7.047890e-01,4.945710e-23,3.172180e-31,2.022280e-35,2.335940e-34,4.173990e-19,2.157240e-01,7.948690e-02,1.000000e+00
1.77828,1.000000e+03,1.458460e-01,-1.000400e+00,1.847080e-22,1.336400e-21,7.251180e-16,6.927870e-01,1.283760e-22,2.917350e-30,2.647550e-34,3.092400e-33,1.597700e-18,2.461080e-01,6.110480e-02,1.000000e+00
1.77828,1.025000e+03,1.530120e-01,-8.703180e-01,7.419980e-22,4.309440e-21,1.445920e-15,6.824860e-01,3.030540e-22,2.407610e-29,3.055960e-33,3.605470e-32,5.730010e-18,2.721880e-01,4.532620e-02,1.000000e+00
1.77828,1.050000e+03,1.589200e-01,-7.587560e-01,2.793490e-21,1.286710e-20,2.733710e-15,6.742200e-01,6.579090e-22,1.796830e-28,3.138010e-32,3.735920e-31,1.935160e-17,2.931130e-01,3.266670e-02,1.000000e+00
1.77828,1.075000e+03,1.634920e-01,-6.662060e-01,9.902260e-21,3.588570e-20,4.936000e-15,6.679590e-01,1.330180e-21,1.221220e-27,2.890050e-31,3.468810e-30,6.180950e-17,3.089640e-01,2.307660e-02,1.000000e+00
1.77828,1.100000e+03,1.668620e-01,-5.904200e-01,3.318250e-20,9.427670e-20,8.570200e-15,6.634190e-01,2.536040e-21,7.606970e-27,2.405020e-30,2.907770e-29,1.874100e-16,3.204580e-01,1.612270e-02,1.000000e+00
1.77828,1.125000e+03,1.692620e-01,-5.279330e-01,1.054920e-19,2.350530e-19,1.439350e-14,6.602220e-01,4.609150e-21,4.368020e-26,1.820660e-29,2.215630e-28,5.412000e-16,3.285510e-01,1.122640e-02,1.000000e+00
1.77828,1.150000e+03,1.709380e-01,-4.752700e-01,3.192030e-19,5.596260e-19,2.349470e-14,6.580090e-01,8.055410e-21,2.324420e-25,1.261580e-28,1.544180e-27,1.492960e-15,3.341550e-01,7.836280e-03,1.000000e+00
1.77828,1.175000e+03,1.720970e-01,-4.295420e-01,9.220320e-19,1.278720e-18,3.741270e-14,6.564870e-01,1.362810e-20,1.151890e-24,8.046850e-28,9.900040e-27,3.945150e-15,3.380080e-01,5.505160e-03,1.000000e+00
1.77828,1.200000e+03,1.728970e-01,-3.885770e-01,2.549520e-18,2.815370e-18,5.828480e-14,6.554400e-01,2.242880e-20,5.339480e-24,4.749120e-27,5.869260e-26,1.001180e-14,3.406580e-01,3.902160e-03,1.000000e+00
1.77828,1.225000e+03,1.734510e-01,-3.508360e-01,6.765810e-18,5.992280e-18,8.903240e-14,6.547170e-01,3.603950e-20,2.324650e-23,2.605790e-26,3.233110e-25,2.445860e-14,3.424880e-01,2.794670e-03,1.000000e+00
1.77828,1.250000e+03,1.738370e-01,-3.152600e-01,1.727320e-17,1.236250e-17,1.335870e-13,6.542140e-01,5.669530e-20,9.541500e-23,1.335070e-25,1.662130e-24,5.764830e-14,3.437630e-01,2.023680e-03,1.000000e+00
1.77828,1.275000e+03,1.741090e-01,-2.811360e-01,4.251910e-17,2.477780e-17,1.971660e-13,6.538600e-01,8.750380e-20,3.704950e-22,6.412990e-25,8.007290e-24,1.313640e-13,3.446580e-01,1.481970e-03,1.000000e+00
1.77828,1.300000e+03,1.743030e-01,-2.479810e-01,1.011240e-16,4.833970e-17,2.865970e-13,6.536090e-01,1.327230e-19,1.365340e-21,2.898820e-24,3.628370e-23,2.899550e-13,3.452930e-01,1.097450e-03,1.000000e+00
1.77828,1.325000e+03,1.744410e-01,-2.154730e-01,2.328160e-16,9.195530e-17,4.107090e-13,6.534290e-01,1.981040e-19,4.789400e-21,1.237320e-23,1.551860e-22,6.210520e-13,3.457490e-01,8.216190e-04,1.000000e+00
1.77828,1.350000e+03,1.745420e-01,-1.833930e-01,5.198060e-16,1.708220e-16,5.807800e-13,6.532980e-01,2.913190e-19,1.603570e-20,5.002980e-23,6.284980e-22,1.292970e-12,3.460800e-01,6.216490e-04,1.000000e+00
1.77828,1.375000e+03,1.746160e-01,-1.515930e-01,1.127350e-15,3.103120e-16,8.110580e-13,6.532030e-01,4.224730e-19,5.137650e-20,1.921950e-22,2.417470e-21,2.620500e-12,3.463220e-01,4.751520e-04,1.000000e+00
1.77828,1.400000e+03,1.746700e-01,-1.199720e-01,2.378670e-15,5.519360e-16,1.119360e-12,6.531320e-01,6.047230e-19,1.578830e-19,7.034240e-22,8.855730e-21,5.177670e-12,3.465010e-01,3.667300e-04,1.000000e+00
1.77828,1.425000e+03,1.747110e-01,-8.846010e-02,4.889860e-15,9.623000e-16,1.527720e-12,6.530790e-01,8.550140e-19,4.663960e-19,2.459000e-21,3.097520e-20,9.986680e-12,3.466350e-01,2.856920e-04,1.000000e+00
1.77828,1.450000e+03,1.747420e-01,-5.700980e-02,9.806760e-15,1.646350e-15,2.063200e-12,6.530390e-01,1.194950e-18,1.327110e-18,8.230040e-21,1.036980e-19,1.882720e-11,3.467360e-01,2.245440e-04,1.000000e+00
1.77828,1.475000e+03,1.747650e-01,-2.558740e-02,1.921160e-14,2.766610e-15,2.758650e-12,6.530090e-01,1.651790e-18,3.644340e-18,2.643060e-20,3.330140e-19,3.473210e-11,3.468130e-01,1.779830e-04,1.000000e+00
