Tw_K,P_atm,M[kg/kmol],Cp[kJ/kg-K],h[kJ/kg],gamma[-],rho[kg/m3],mu[millipoise]
3400,100,1.080860e+01,6.038310e+00,1.107720e+04,1.210340e+00,3.874110e+00,7.898240e-01
3425,100,1.079440e+01,6.140270e+00,1.122940e+04,1.209780e+00,3.840800e+00,7.939370e-01
3450,100,1.077970e+01,6.245900e+00,1.138420e+04,1.209280e+00,3.807780e+00,7.980460e-01
3475,100,1.076450e+01,6.355220e+00,1.154170e+04,1.208850e+00,3.775040e+00,8.021490e-01
3500,100,1.074870e+01,6.468260e+00,1.170200e+04,1.208480e+00,3.742580e+00,8.062470e-01
3525,100,1.073230e+01,6.585050e+00,1.186510e+04,1.208190e+00,3.710370e+00,8.103390e-01
3550,100,1.071540e+01,6.705610e+00,1.203130e+04,1.207970e+00,3.678410e+00,8.144250e-01
3575,100,1.069780e+01,6.829970e+00,1.220050e+04,1.207830e+00,3.646690e+00,8.185040e-01
3600,100,1.067950e+01,6.958150e+00,1.237280e+04,1.207760e+00,3.615190e+00,8.225770e-01
3625,100,1.066060e+01,7.090180e+00,1.254840e+04,1.207770e+00,3.583900e+00,8.266430e-01
3650,100,1.064110e+01,7.226080e+00,1.272730e+04,1.207860e+00,3.552830e+00,8.307010e-01
3675,100,1.062080e+01,7.365870e+00,1.290970e+04,1.208020e+00,3.521940e+00,8.347520e-01
3700,100,1.059990e+01,7.509570e+00,1.309570e+04,1.208270e+00,3.491240e+00,8.387950e-01
3725,100,1.057820e+01,7.657190e+00,1.328520e+04,1.208590e+00,3.460720e+00,8.428290e-01
3750,100,1.055580e+01,7.808740e+00,1.347860e+04,1.209000e+00,3.430380e+00,8.468530e-01
3775,100,1.053270e+01,7.964230e+00,1.367570e+04,1.209490e+00,3.400190e+00,8.508680e-01
3800,100,1.050880e+01,8.123660e+00,1.387680e+04,1.210060e+00,3.370160e+00,8.548730e-01
3825,100,1.048410e+01,8.287020e+00,1.408190e+04,1.210710e+00,3.340280e+00,8.588670e-01
3850,100,1.045870e+01,8.454300e+00,1.429120e+04,1.211450e+00,3.310540e+00,8.628500e-01
3875,100,1.043250e+01,8.625480e+00,1.450470e+04,1.212280e+00,3.280930e+00,8.668210e-01
3900,100,1.040550e+01,8.800530e+00,1.472250e+04,1.213180e+00,3.251460e+00,8.707790e-01
3925,100,1.037760e+01,8.979420e+00,1.494470e+04,1.214180e+00,3.222120e+00,8.747240e-01
3950,100,1.034900e+01,9.162100e+00,1.517150e+04,1.215250e+00,3.192890e+00,8.786550e-01
3975,100,1.031960e+01,9.348500e+00,1.540290e+04,1.216420e+00,3.163790e+00,8.825710e-01
4000,100,1.028930e+01,9.538570e+00,1.563900e+04,1.217660e+00,3.134790e+00,8.864730e-01
200,177.828,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,2.383390e+02,9.196210e-02
225,177.828,2.199600e+01,1.533540e+00,-7.208310e+03,1.327120e+00,2.118570e+02,1.024210e-01
250,177.828,2.199600e+01,1.559600e+00,-7.169660e+03,1.319900e+00,1.906720e+02,1.127750e-01
275,177.828,2.199600e+01,1.591890e+00,-7.130280e+03,1.311390e+00,1.733380e+02,1.230010e-01
300,177.828,2.199600e+01,1.630290e+00,-7.090010e+03,1.301850e+00,1.588930e+02,1.330750e-01
325,177.828,2.199600e+01,1.673970e+00,-7.048720e+03,1.291680e+00,1.466700e+02,1.432690e-01
350,177.828,2.199600e+01,1.722000e+00,-7.006280e+03,1.281270e+00,1.361940e+02,1.533330e-01
375,177.828,2.199590e+01,1.773490e+00,-6.962590e+03,1.270920e+00,1.271140e+02,1.632560e-01
400,177.828,2.199570e+01,1.827760e+00,-6.917580e+03,1.260840e+00,1.191680e+02,1.730310e-01
425,177.828,2.199540e+01,1.884300e+00,-6.871180e+03,1.251150e+00,1.121570e+02,1.826540e-01
450,177.828,2.199490e+01,1.942830e+00,-6.823350e+03,1.241930e+00,1.059230e+02,1.921230e-01
475,177.828,2.199390e+01,2.003270e+00,-6.774020e+03,1.233200e+00,1.003440e+02,2.014370e-01
500,177.828,2.199230e+01,2.065790e+00,-6.723170e+03,1.224960e+00,9.531990e+01,2.105980e-01
525,177.828,2.198990e+01,2.130820e+00,-6.670710e+03,1.217190e+00,9.077080e+01,2.193280e-01
550,177.828,2.198620e+01,2.199080e+00,-6.616600e+03,1.209850e+00,8.663040e+01,2.278760e-01
575,177.828,2.198090e+01,2.271700e+00,-6.560720e+03,1.202900e+00,8.284380e+01,2.362450e-01
600,177.828,2.197330e+01,2.350300e+00,-6.502960e+03,1.196290e+00,7.936450e+01,2.444380e-01
625,177.828,2.196270e+01,2.437090e+00,-6.443140e+03,1.189970e+00,7.615310e+01,2.522970e-01
650,177.828,2.194810e+01,2.535000e+00,-6.381020e+03,1.183890e+00,7.317550e+01,2.599720e-01
675,177.828,2.192840e+01,2.647770e+00,-6.316270e+03,1.178020e+00,7.040190e+01,2.674650e-01
700,177.828,2.190200e+01,2.780020e+00,-6.248470e+03,1.172370e+00,6.780590e+01,2.747790e-01
725,177.828,2.186710e+01,2.937190e+00,-6.177060e+03,1.166990e+00,6.536340e+01,2.819180e-01
750,177.828,2.182140e+01,3.125310e+00,-6.101350e+03,1.161980e+00,6.305260e+01,2.888860e-01
775,177.828,2.176220e+01,3.350520e+00,-6.020480e+03,1.157500e+00,6.085330e+01,2.956860e-01
800,177.828,2.168660e+01,3.618290e+00,-5.933470e+03,1.153770e+00,5.874670e+01,3.023220e-01
825,177.828,2.159110e+01,3.932410e+00,-5.839180e+03,1.151030e+00,5.671560e+01,3.087980e-01
850,177.828,2.147240e+01,4.293950e+00,-5.736450e+03,1.149510e+00,5.474490e+01,3.151190e-01
875,177.828,2.132730e+01,4.700540e+00,-5.624110e+03,1.149390e+00,5.282140e+01,3.212870e-01
900,177.828,2.115320e+01,5.146290e+00,-5.501100e+03,1.150760e+00,5.093500e+01,3.273050e-01
925,177.828,2.094840e+01,5.622370e+00,-5.366540e+03,1.153670e+00,4.907840e+01,3.331790e-01
950,177.828,2.071200e+01,6.118010e+00,-5.219820e+03,1.158040e+00,4.724760e+01,3.389140e-01
975,177.828,2.044440e+01,6.621650e+00,-5.060570e+03,1.163780e+00,4.544140e+01,3.445220e-01
1000,177.828,2.014720e+01,7.121780e+00,-4.888760e+03,1.170740e+00,4.366130e+01,3.500150e-01
1025,177.828,1.982290e+01,7.607350e+00,-4.704610e+03,1.178760e+00,4.191070e+01,3.552610e-01
1050,177.828,1.947480e+01,8.068280e+00,-4.508600e+03,1.187630e+00,4.019450e+01,3.604340e-01
1075,177.828,1.910720e+01,8.495090e+00,-4.301480e+03,1.197160e+00,3.851860e+01,3.655610e-01
1100,177.828,1.872450e+01,8.878880e+00,-4.084200e+03,1.207110e+00,3.688930e+01,3.706680e-01
1125,177.828,1.833190e+01,9.211210e+00,-3.857960e+03,1.217230e+00,3.531310e+01,3.757750e-01
1150,177.828,1.793420e+01,9.483870e+00,-3.624140e+03,1.227250e+00,3.379610e+01,3.809020e-01
1175,177.828,1.753680e+01,9.688790e+00,-3.384330e+03,1.236880e+00,3.234410e+01,3.860610e-01
1200,177.828,1.714480e+01,9.817990e+00,-3.140330e+03,1.245820e+00,3.096220e+01,3.912560e-01
1225,177.828,1.676290e+01,9.863970e+00,-2.894130e+03,1.253750e+00,2.965480e+01,3.964860e-01
1250,177.828,1.639590e+01,9.820250e+00,-2.647880e+03,1.260380e+00,2.842540e+01,4.017430e-01
1275,177.828,1.604780e+01,9.682370e+00,-2.403900e+03,1.265440e+00,2.727650e+01,4.070160e-01
1300,177.828,1.572250e+01,9.449120e+00,-2.164560e+03,1.268710e+00,2.620970e+01,4.122920e-01
1325,177.828,1.542310e+01,9.123810e+00,-1.932210e+03,1.270090e+00,2.522540e+01,4.175580e-01
1350,177.828,1.515180e+01,8.715430e+00,-1.709060e+03,1.269560e+00,2.432280e+01,4.228020e-01
1375,177.828,1.491030e+01,8.239140e+00,-1.497010e+03,1.267220e+00,2.349980e+01,4.280130e-01
1400,177.828,1.469890e+01,7.716030e+00,-1.297500e+03,1.263330e+00,2.275310e+01,4.331850e-01
1425,177.828,1.451750e+01,7.171440e+00,-1.111390e+03,1.258250e+00,2.207790e+01,4.383160e-01
1450,177.828,1.436440e+01,6.632360e+00,-9.388790e+02,1.252390e+00,2.146860e+01,4.434050e-01
1475,177.828,1.423770e+01,6.124010e+00,-7.795120e+02,1.246180e+00,2.091840e+01,4.484530e-01
1500,177.828,1.413420e+01,5.666870e+00,-6.322500e+02,1.239980e+00,2.042030e+01,4.534650e-01
1525,177.828,1.405090e+01,5.274910e+00,-4.956240e+02,1.234050e+00,1.996720e+01,4.584440e-01
1550,177.828,1.398430e+01,4.955640e+00,-3.678970e+02,1.228530e+00,1.955200e+01,4.633940e-01
1575,177.828,1.393120e+01,4.711720e+00,-2.472130e+02,1.223440e+00,1.916850e+01,4.683170e-01
1600,177.828,1.388820e+01,4.543380e+00,-1.316820e+02,1.218780e+00,1.881090e+01,4.732170e-01
1625,177.828,1.385260e+01,4.450920e+00,-1.941230e+01,1.214520e+00,1.847400e+01,4.780950e-01
1650,177.828,1.382170e+01,4.436440e+00,9.151350e+01,1.210650e+00,1.815340e+01,4.829520e-01
1675,177.828,1.379260e+01,4.504150e+00,2.030950e+02,1.207310e+00,1.784490e+01,4.877890e-01
1700,177.828,1.376290e+01,4.658620e+00,3.174450e+02,1.204690e+00,1.754450e+01,4.926050e-01
1725,177.828,1.372990e+01,4.900910e+00,4.367600e+02,1.203120e+00,1.724880e+01,4.974010e-01
1750,177.828,1.369120e+01,5.223850e+00,5.631660e+02,1.202830e+00,1.695450e+01,5.021760e-01
1775,177.828,1.364500e+01,5.610100e+00,6.984820e+02,1.203910e+00,1.665930e+01,5.069310e-01
1800,177.828,1.359000e+01,6.035380e+00,8.439960e+02,1.206160e+00,1.636170e+01,5.116660e-01
1825,177.828,1.352580e+01,6.475320e+00,1.000370e+03,1.209270e+00,1.606130e+01,5.163850e-01
1850,177.828,1.345260e+01,6.910820e+00,1.167720e+03,1.212900e+00,1.575860e+01,5.210900e-01
1875,177.828,1.337120e+01,7.329110e+00,1.345770e+03,1.216800e+00,1.545430e+01,5.257850e-01
1900,177.828,1.328240e+01,7.721720e+00,1.533960e+03,1.220820e+00,1.514980e+01,5.304730e-01
1925,177.828,1.318750e+01,8.081760e+00,1.731580e+03,1.224860e+00,1.484610e+01,5.351560e-01
1950,177.828,1.308730e+01,8.402130e+00,1.937720e+03,1.228880e+00,1.454450e+01,5.398380e-01
1975,177.828,1.298330e+01,8.675040e+00,2.151290e+03,1.232840e+00,1.424620e+01,5.445180e-01
2000,177.828,1.287650e+01,8.892510e+00,2.371010e+03,1.236680e+00,1.395240e+01,5.491970e-01
2025,177.828,1.276820e+01,9.047620e+00,2.595400e+03,1.240340e+00,1.366420e+01,5.536990e-01
2050,177.828,1.265970e+01,9.135840e+00,2.822830e+03,1.243740e+00,1.338290e+01,5.581980e-01
2075,177.828,1.255220e+01,9.156100e+00,3.051620e+03,1.246810e+00,1.310940e+01,5.626930e-01
2100,177.828,1.244690e+01,9.111200e+00,3.280100e+03,1.249510e+00,1.284470e+01,5.671840e-01
2125,177.828,1.234480e+01,9.007460e+00,3.506690e+03,1.251790e+00,1.258950e+01,5.716690e-01
2150,177.828,1.224670e+01,8.853780e+00,3.730050e+03,1.253650e+00,1.234420e+01,5.761480e-01
2175,177.828,1.215320e+01,8.660400e+00,3.949050e+03,1.255110e+00,1.210920e+01,5.806200e-01
2200,177.828,1.206480e+01,8.437790e+00,4.162830e+03,1.256200e+00,1.188450e+01,5.850840e-01
2225,177.828,1.198180e+01,8.195740e+00,4.370780e+03,1.256960e+00,1.167010e+01,5.895410e-01
2250,177.828,1.190410e+01,7.942810e+00,4.572520e+03,1.257430e+00,1.146560e+01,5.939890e-01
2275,177.828,1.183190e+01,7.686150e+00,4.767890e+03,1.257680e+00,1.127080e+01,5.984270e-01
2300,177.828,1.176490e+01,7.431480e+00,4.956850e+03,1.257740e+00,1.108520e+01,6.028570e-01
2325,177.828,1.170300e+01,7.183180e+00,5.139520e+03,1.257640e+00,1.090830e+01,6.072780e-01
2350,177.828,1.164590e+01,6.944500e+00,5.316090e+03,1.257430e+00,1.073960e+01,6.116880e-01
2375,177.828,1.159340e+01,6.717700e+00,5.486840e+03,1.257120e+00,1.057860e+01,6.160900e-01
2400,177.828,1.154510e+01,6.504310e+00,5.652090e+03,1.256740e+00,1.042480e+01,6.204810e-01
2425,177.828,1.150070e+01,6.305200e+00,5.812170e+03,1.256290e+00,1.027770e+01,6.248620e-01
2450,177.828,1.146000e+01,6.120810e+00,5.967470e+03,1.255780e+00,1.013680e+01,6.292340e-01
2475,177.828,1.142260e+01,5.951160e+00,6.118340e+03,1.255230e+00,1.000170e+01,6.335960e-01
2500,177.828,1.138830e+01,5.796050e+00,6.265150e+03,1.254620e+00,9.871890e+00,6.379490e-01
2525,177.828,1.135680e+01,5.655050e+00,6.408260e+03,1.253970e+00,9.747090e+00,6.422910e-01
2550,177.828,1.132780e+01,5.527610e+00,6.548010e+03,1.253260e+00,9.626900e+00,6.466250e-01
2575,177.828,1.130110e+01,5.413100e+00,6.684750e+03,1.252510e+00,9.510990e+00,6.509480e-01
2600,177.828,1.127650e+01,5.310810e+00,6.818770e+03,1.251710e+00,9.399040e+00,6.552630e-01
2625,177.828,1.125380e+01,5.220050e+00,6.950380e+03,1.250860e+00,9.290770e+00,6.595690e-01
2650,177.828,1.123280e+01,5.140090e+00,7.079860e+03,1.249960e+00,9.185940e+00,6.638660e-01
2675,177.828,1.121330e+01,5.070250e+00,7.207470e+03,1.249010e+00,9.084300e+00,6.681540e-01
2700,177.828,1.119520e+01,5.009860e+00,7.333450e+03,1.248020e+00,8.985650e+00,6.724340e-01
2725,177.828,1.117830e+01,4.958290e+00,7.458040e+03,1.246990e+00,8.889770e+00,6.767060e-01
2750,177.828,1.116250e+01,4.914930e+00,7.581440e+03,1.245920e+00,8.796500e+00,6.809700e-01
2775,177.828,1.114760e+01,4.879240e+00,7.703850e+03,1.244810e+00,8.705660e+00,6.852260e-01
2800,177.828,1.113370e+01,4.850700e+00,7.825460e+03,1.243670e+00,8.617120e+00,6.894750e-01
2825,177.828,1.112040e+01,4.828850e+00,7.946440e+03,1.242500e+00,8.530720e+00,6.937160e-01
2850,177.828,1.110790e+01,4.813250e+00,8.066950e+03,1.241310e+00,8.446340e+00,6.979510e-01
2875,177.828,1.109590e+01,4.803530e+00,8.187150e+03,1.240090e+00,8.363870e+00,7.021780e-01
2900,177.828,1.108440e+01,4.799320e+00,8.307170e+03,1.238860e+00,8.283190e+00,7.063980e-01
2925,177.828,1.107340e+01,4.800320e+00,8.427160e+03,1.237620e+00,8.204210e+00,7.106120e-01
2950,177.828,1.106270e+01,4.806230e+00,8.547230e+03,1.236380e+00,8.126840e+00,7.148200e-01
2975,177.828,1.105230e+01,4.816810e+00,8.667510e+03,1.235130e+00,8.050990e+00,7.190220e-01
3000,177.828,1.104220e+01,4.831820e+00,8.788110e+03,1.233880e+00,7.976580e+00,7.232180e-01
3025,177.828,1.103230e+01,4.851060e+00,8.909140e+03,1.232630e+00,7.903540e+00,7.274080e-01
3050,177.828,1.102250e+01,4.874360e+00,9.030700e+03,1.231400e+00,7.831790e+00,7.315920e-01
3075,177.828,1.101280e+01,4.901560e+00,9.152890e+03,1.230170e+00,7.761290e+00,7.357710e-01
3100,177.828,1.100310e+01,4.932510e+00,9.275810e+03,1.228970e+00,7.691960e+00,7.399440e-01
3125,177.828,1.099350e+01,4.967100e+00,9.399540e+03,1.227780e+00,7.623760e+00,7.441130e-01
3150,177.828,1.098390e+01,5.005220e+00,9.524190e+03,1.226610e+00,7.556620e+00,7.482760e-01
3175,177.828,1.097420e+01,5.046770e+00,9.649830e+03,1.225470e+00,7.490510e+00,7.524340e-01
3200,177.828,1.096440e+01,5.091680e+00,9.776560e+03,1.224360e+00,7.425370e+00,7.565880e-01
3225,177.828,1.095450e+01,5.139870e+00,9.904440e+03,1.223280e+00,7.361160e+00,7.607370e-01
3250,177.828,1.094450e+01,5.191290e+00,1.003360e+04,1.222230e+00,7.297840e+00,7.648810e-01
3275,177.828,1.093430e+01,5.245880e+00,1.016400e+04,1.221220e+00,7.235370e+00,7.690210e-01
3300,177.828,1.092390e+01,5.303610e+00,1.029590e+04,1.220240e+00,7.173710e+00,7.731560e-01
3325,177.828,1.091320e+01,5.364430e+00,1.042920e+04,1.219310e+00,7.112830e+00,7.772860e-01
3350,177.828,1.090230e+01,5.428320e+00,1.056410e+04,1.218420e+00,7.052700e+00,7.814130e-01
3375,177.828,1.089110e+01,5.495250e+00,1.070070e+04,1.217580e+00,6.993280e+00,7.855340e-01
3400,177.828,1.087970e+01,5.565210e+00,1.083890e+04,1.216780e+00,6.934550e+00,7.896520e-01
3425,177.828,1.086790e+01,5.638190e+00,1.097900e+04,1.216030e+00,6.876470e+00,7.937650e-01
3450,177.828,1.085570e+01,5.714160e+00,1.112090e+04,1.215340e+00,6.819020e+00,7.978730e-01
3475,177.828,1.084320e+01,5.793140e+00,1.126470e+04,1.214700e+00,6.762170e+00,8.019770e-01
3500,177.828,1.083040e+01,5.875100e+00,1.141050e+04,1.214110e+00,6.705900e+00,8.060760e-01
3525,177.828,1.081710e+01,5.960060e+00,1.155850e+04,1.213580e+00,6.650180e+00,8.101710e-01
3550,177.828,1.080340e+01,6.048000e+00,1.170860e+04,1.213100e+00,6.594990e+00,8.142610e-01
3575,177.828,1.078930e+01,6.138950e+00,1.186090e+04,1.212680e+00,6.540310e+00,8.183460e-01
3600,177.828,1.077470e+01,6.232890e+00,1.201550e+04,1.212330e+00,6.486120e+00,8.224250e-01
3625,177.828,1.075970e+01,6.329830e+00,1.217260e+04,1.212030e+00,6.432400e+00,8.265000e-01
3650,177.828,1.074410e+01,6.429780e+00,1.233210e+04,1.211800e+00,6.379120e+00,8.305690e-01
3675,177.828,1.072810e+01,6.532750e+00,1.249410e+04,1.211630e+00,6.326280e+00,8.346330e-01
3700,177.828,1.071160e+01,6.638740e+00,1.265870e+04,1.211530e+00,6.273850e+00,8.386900e-01
3725,177.828,1.069450e+01,6.747750e+00,1.282610e+04,1.211490e+00,6.221820e+00,8.427420e-01
3750,177.828,1.067690e+01,6.859790e+00,1.299610e+04,1.211520e+00,6.170160e+00,8.467870e-01
3775,177.828,1.065880e+01,6.974870e+00,1.316910e+04,1.211620e+00,6.118870e+00,8.508250e-01
3800,177.828,1.064000e+01,7.092980e+00,1.334490e+04,1.211780e+00,6.067940e+00,8.548560e-01
3825,177.828,1.062070e+01,7.214120e+00,1.352370e+04,1.212020e+00,6.017340e+00,8.588800e-01
3850,177.828,1.060080e+01,7.338310e+00,1.370560e+04,1.212320e+00,5.967060e+00,8.628970e-01
3875,177.828,1.058030e+01,7.465510e+00,1.389070e+04,1.212690e+00,5.917100e+00,8.669050e-01
3900,177.828,1.055920e+01,7.595740e+00,1.407890e+04,1.213140e+00,5.867440e+00,8.709040e-01
3925,177.828,1.053750e+01,7.728980e+00,1.427050e+04,1.213650e+00,5.818060e+00,8.748950e-01
3950,177.828,1.051510e+01,7.865220e+00,1.446540e+04,1.214240e+00,5.768960e+00,8.788770e-01
3975,177.828,1.049210e+01,8.004430e+00,1.466380e+04,1.214900e+00,5.720130e+00,8.828480e-01
4000,177.828,1.046840e+01,8.146590e+00,1.486570e+04,1.215630e+00,5.671560e+00,8.868100e-01
200,316.228,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,4.238340e+02,9.196210e-02
225,316.228,2.199600e+01,1.533540e+00,-7.208310e+03,1.327120e+00,3.767410e+02,1.024210e-01
250,316.228,2.199600e+01,1.559600e+00,-7.169660e+03,1.319900e+00,3.390670e+02,1.127750e-01
275,316.228,2.199600e+01,1.591890e+00,-7.130280e+03,1.311390e+00,3.082430e+02,1.230010e-01
300,316.228,2.199600e+01,1.630280e+00,-7.090010e+03,1.301850e+00,2.825560e+02,1.330750e-01
325,316.228,2.199600e+01,1.673940e+00,-7.048720e+03,1.291680e+00,2.608210e+02,1.432690e-01
350,316.228,2.199600e+01,1.721920e+00,-7.006280e+03,1.281280e+00,2.421910e+02,1.533330e-01
375,316.228,2.199590e+01,1.773310e+00,-6.962590e+03,1.270940e+00,2.260440e+02,1.632560e-01
400,316.228,2.199580e+01,1.827370e+00,-6.917590e+03,1.260880e+00,2.119150e+02,1.730320e-01
425,316.228,2.199560e+01,1.883560e+00,-6.871210e+03,1.251220e+00,1.994470e+02,1.826550e-01
450,316.228,2.199520e+01,1.941500e+00,-6.823400e+03,1.242040e+00,1.883630e+02,1.921250e-01
475,316.228,2.199440e+01,2.001020e+00,-6.774120e+03,1.233360e+00,1.784440e+02,2.014410e-01
500,316.228,2.199330e+01,2.062150e+00,-6.723330e+03,1.225190e+00,1.695120e+02,2.106040e-01
525,316.228,2.199140e+01,2.125120e+00,-6.671000e+03,1.217510e+00,1.614270e+02,2.193380e-01
550,316.228,2.198870e+01,2.190440e+00,-6.617060e+03,1.210280e+00,1.540700e+02,2.278930e-01
575,316.228,2.198470e+01,2.258890e+00,-6.561450e+03,1.203460e+00,1.473450e+02,2.362730e-01
600,316.228,2.197900e+01,2.331680e+00,-6.504080e+03,1.197000e+00,1.411690e+02,2.444800e-01
625,316.228,2.197100e+01,2.410410e+00,-6.444820e+03,1.190850e+00,1.354730e+02,2.523590e-01
650,316.228,2.196000e+01,2.497260e+00,-6.383490e+03,1.184970e+00,1.301970e+02,2.600590e-01
675,316.228,2.194520e+01,2.594990e+00,-6.319860e+03,1.179320e+00,1.252900e+02,2.675850e-01
700,316.228,2.192530e+01,2.707040e+00,-6.253620e+03,1.173890e+00,1.207060e+02,2.749400e-01
725,316.228,2.189900e+01,2.837430e+00,-6.184360e+03,1.168700e+00,1.164040e+02,2.821300e-01
750,316.228,2.186460e+01,2.990700e+00,-6.111560e+03,1.163810e+00,1.123470e+02,2.891570e-01
775,316.228,2.182000e+01,3.171600e+00,-6.034590e+03,1.159320e+00,1.085010e+02,2.960260e-01
800,316.228,2.176290e+01,3.384600e+00,-5.952710e+03,1.155370e+00,1.048360e+02,3.027430e-01
825,316.228,2.169070e+01,3.633270e+00,-5.865060e+03,1.152160e+00,1.013220e+02,3.093100e-01
850,316.228,2.160070e+01,3.919490e+00,-5.770730e+03,1.149880e+00,9.793340e+01,3.157330e-01
875,316.228,2.149010e+01,4.242850e+00,-5.668780e+03,1.148680e+00,9.464830e+01,3.220130e-01
900,316.228,2.135650e+01,4.600270e+00,-5.558310e+03,1.148710e+00,9.144720e+01,3.281550e-01
925,316.228,2.119800e+01,4.986170e+00,-5.438530e+03,1.150030e+00,8.831520e+01,3.341610e-01
950,316.228,2.101330e+01,5.393030e+00,-5.308820e+03,1.152650e+00,8.524180e+01,3.400350e-01
975,316.228,2.080190e+01,5.812180e+00,-5.168770e+03,1.156510e+00,8.222060e+01,3.457820e-01
1000,316.228,2.056430e+01,6.234660e+00,-5.018190e+03,1.161530e+00,7.924920e+01,3.514080e-01
1025,316.228,2.030160e+01,6.651850e+00,-4.857090e+03,1.167590e+00,7.632860e+01,3.567680e-01
1050,316.228,2.001580e+01,7.055980e+00,-4.685700e+03,1.174570e+00,7.346250e+01,3.620320e-01
1075,316.228,1.970950e+01,7.440060e+00,-4.504450e+03,1.182320e+00,7.065610e+01,3.672180e-01
1100,316.228,1.938580e+01,7.797980e+00,-4.313920e+03,1.190700e+00,6.791620e+01,3.723430e-01
1125,316.228,1.904810e+01,8.124460e+00,-4.114820e+03,1.199530e+00,6.524990e+01,3.774270e-01
1150,316.228,1.869980e+01,8.414880e+00,-3.908000e+03,1.208660e+00,6.266460e+01,3.824890e-01
1175,316.228,1.834490e+01,8.665050e+00,-3.694410e+03,1.217910e+00,6.016710e+01,3.875430e-01
1200,316.228,1.798690e+01,8.871000e+00,-3.475110e+03,1.227070e+00,5.776410e+01,3.926030e-01
1225,316.228,1.762970e+01,9.028760e+00,-3.251260e+03,1.235950e+00,5.546130e+01,3.976770e-01
1250,316.228,1.727660e+01,9.134340e+00,-3.024110e+03,1.244330e+00,5.326370e+01,4.027670e-01
1275,316.228,1.693130e+01,9.183710e+00,-2.795010e+03,1.251970e+00,5.117550e+01,4.078740e-01
1300,316.228,1.659690e+01,9.173150e+00,-2.565420e+03,1.258670e+00,4.920000e+01,4.129940e-01
1325,316.228,1.627640e+01,9.099610e+00,-2.336880e+03,1.264220e+00,4.733950e+01,4.181210e-01
1350,316.228,1.597250e+01,8.961390e+00,-2.110980e+03,1.268430e+00,4.559540e+01,4.232470e-01
1375,316.228,1.568760e+01,8.758750e+00,-1.889350e+03,1.271180e+00,4.396800e+01,4.283640e-01
1400,316.228,1.542380e+01,8.494580e+00,-1.673560e+03,1.272380e+00,4.245650e+01,4.334670e-01
1425,316.228,1.518230e+01,8.174940e+00,-1.465080e+03,1.272010e+00,4.105880e+01,4.385480e-01
1450,316.228,1.496440e+01,7.809260e+00,-1.265200e+03,1.270150e+00,3.977160e+01,4.436030e-01
1475,316.228,1.477030e+01,7.410160e+00,-1.074900e+03,1.266940e+00,3.859030e+01,4.486300e-01
1500,316.228,1.459980e+01,6.992740e+00,-8.948410e+02,1.262620e+00,3.750910e+01,4.536270e-01
1525,316.228,1.445210e+01,6.573480e+00,-7.252770e+02,1.257440e+00,3.652100e+01,4.585950e-01
1550,316.228,1.432590e+01,6.168670e+00,-5.660460e+02,1.251720e+00,3.561820e+01,4.635350e-01
1575,316.228,1.421930e+01,5.793020e+00,-4.166000e+02,1.245730e+00,3.479210e+01,4.684490e-01
1600,316.228,1.413030e+01,5.458460e+00,-2.760520e+02,1.239730e+00,3.403400e+01,4.733400e-01
1625,316.228,1.405640e+01,5.173740e+00,-1.432600e+02,1.233900e+00,3.333510e+01,4.782100e-01
1650,316.228,1.399510e+01,4.944710e+00,-1.690040e+01,1.228370e+00,3.268690e+01,4.830590e-01
1675,316.228,1.394400e+01,4.775160e+00,1.044710e+02,1.223230e+00,3.208160e+01,4.878910e-01
1700,316.228,1.390080e+01,4.667930e+00,2.223770e+02,1.218510e+00,3.151170e+01,4.927050e-01
1725,316.228,1.386300e+01,4.625820e+00,3.384100e+02,1.214300e+00,3.097050e+01,4.975030e-01
1750,316.228,1.382830e+01,4.651920e+00,4.542360e+02,1.210680e+00,3.045180e+01,5.022850e-01
1775,316.228,1.379460e+01,4.748960e+00,5.715980e+02,1.207810e+00,2.994970e+01,5.070510e-01
1800,316.228,1.375960e+01,4.917700e+00,6.922830e+02,1.205900e+00,2.945890e+01,5.118010e-01
1825,316.228,1.372140e+01,5.154660e+00,8.180530e+02,1.205120e+00,2.897460e+01,5.165350e-01
1850,316.228,1.367810e+01,5.450520e+00,9.505090e+02,1.205560e+00,2.849280e+01,5.212540e-01
1875,316.228,1.362840e+01,5.790410e+00,1.090950e+03,1.207180e+00,2.801080e+01,5.259570e-01
1900,316.228,1.357140e+01,6.156460e+00,1.240250e+03,1.209800e+00,2.752670e+01,5.306470e-01
1925,316.228,1.350700e+01,6.531200e+00,1.398840e+03,1.213170e+00,2.704020e+01,5.353250e-01
1950,316.228,1.343520e+01,6.899860e+00,1.566760e+03,1.217050e+00,2.655170e+01,5.399920e-01
1975,316.228,1.335660e+01,7.251020e+00,1.743690e+03,1.221210e+00,2.606230e+01,5.446520e-01
2000,316.228,1.327210e+01,7.575920e+00,1.929090e+03,1.225510e+00,2.557350e+01,5.493060e-01
2025,316.228,1.318240e+01,7.867450e+00,2.122210e+03,1.229840e+00,2.508710e+01,5.537760e-01
2050,316.228,1.308860e+01,8.119500e+00,2.322130e+03,1.234110e+00,2.460490e+01,5.582420e-01
