Tw_K,P_bar,M[kg/kmol],Cp[kJ/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[millipoise]
2400,56.9792,1.285660e+01,4.789790e+00,7.136690e+06,1.230710e+00,3.671110e+00,6.377210e-01
2425,56.9792,1.283250e+01,4.688630e+00,7.255140e+06,1.229990e+00,3.626450e+00,6.421820e-01
2450,56.9792,1.281070e+01,4.602870e+00,7.371250e+06,1.229200e+00,3.583340e+00,6.466310e-01
2475,56.9792,1.279080e+01,4.530780e+00,7.485390e+06,1.228360e+00,3.541640e+00,6.510700e-01
2500,56.9792,1.277270e+01,4.470850e+00,7.597890e+06,1.227450e+00,3.501260e+00,6.554970e-01
2525,56.9792,1.275600e+01,4.421820e+00,7.709030e+06,1.226490e+00,3.462070e+00,6.599140e-01
2550,56.9792,1.274070e+01,4.382590e+00,7.819060e+06,1.225470e+00,3.424010e+00,6.643200e-01
2575,56.9792,1.272650e+01,4.352230e+00,7.928230e+06,1.224420e+00,3.386980e+00,6.687160e-01
2600,56.9792,1.271320e+01,4.329920e+00,8.036740e+06,1.223320e+00,3.350910e+00,6.731020e-01
2625,56.9792,1.270070e+01,4.314980e+00,8.144790e+06,1.222180e+00,3.315740e+00,6.774780e-01
2650,56.9792,1.268890e+01,4.306820e+00,8.252550e+06,1.221010e+00,3.281420e+00,6.818440e-01
2675,56.9792,1.267770e+01,4.304920e+00,8.360180e+06,1.219820e+00,3.247880e+00,6.862010e-01
2700,56.9792,1.266700e+01,4.308850e+00,8.467840e+06,1.218600e+00,3.215080e+00,6.905500e-01
2725,56.9792,1.265670e+01,4.318250e+00,8.575670e+06,1.217370e+00,3.182980e+00,6.948890e-01
2750,56.9792,1.264660e+01,4.332790e+00,8.683800e+06,1.216130e+00,3.151540e+00,6.992190e-01
2775,56.9792,1.263680e+01,4.352220e+00,8.792350e+06,1.214870e+00,3.120720e+00,7.035410e-01
2800,56.9792,1.262710e+01,4.376320e+00,8.901450e+06,1.213620e+00,3.090480e+00,7.078540e-01
2825,56.9792,1.261740e+01,4.404900e+00,9.011200e+06,1.212360e+00,3.060800e+00,7.121590e-01
2850,56.9792,1.260780e+01,4.437820e+00,9.121730e+06,1.211110e+00,3.031640e+00,7.164550e-01
2875,56.9792,1.259820e+01,4.474950e+00,9.233130e+06,1.209870e+00,3.002980e+00,7.207430e-01
2900,56.9792,1.258850e+01,4.516200e+00,9.345510e+06,1.208640e+00,2.974790e+00,7.250230e-01
2925,56.9792,1.257860e+01,4.561500e+00,9.458970e+06,1.207430e+00,2.947050e+00,7.292950e-01
2950,56.9792,1.256850e+01,4.610800e+00,9.573620e+06,1.206240e+00,2.919740e+00,7.335590e-01
2975,56.9792,1.255820e+01,4.664060e+00,9.689540e+06,1.205070e+00,2.892830e+00,7.378150e-01
3000,56.9792,1.254760e+01,4.721280e+00,9.806850e+06,1.203930e+00,2.866310e+00,7.420630e-01
3025,56.9792,1.253680e+01,4.782440e+00,9.925640e+06,1.202830e+00,2.840150e+00,7.463030e-01
3050,56.9792,1.252550e+01,4.847560e+00,1.004600e+07,1.201760e+00,2.814340e+00,7.505340e-01
3075,56.9792,1.251380e+01,4.916660e+00,1.016810e+07,1.200720e+00,2.788870e+00,7.547570e-01
3100,56.9792,1.250180e+01,4.989770e+00,1.029190e+07,1.199730e+00,2.763700e+00,7.589720e-01
3125,56.9792,1.248920e+01,5.066930e+00,1.041760e+07,1.198790e+00,2.738840e+00,7.631790e-01
3150,56.9792,1.247610e+01,5.148190e+00,1.054530e+07,1.197890e+00,2.714260e+00,7.673770e-01
3175,56.9792,1.246250e+01,5.233600e+00,1.067500e+07,1.197050e+00,2.689950e+00,7.715660e-01
3200,56.9792,1.244830e+01,5.323250e+00,1.080700e+07,1.196260e+00,2.665900e+00,7.757460e-01
3225,56.9792,1.243350e+01,5.417180e+00,1.094120e+07,1.195520e+00,2.642090e+00,7.799160e-01
3250,56.9792,1.241810e+01,5.515480e+00,1.107790e+07,1.194850e+00,2.618510e+00,7.840770e-01
3275,56.9792,1.240200e+01,5.618240e+00,1.121700e+07,1.194250e+00,2.595150e+00,7.882280e-01
3300,56.9792,1.238520e+01,5.725540e+00,1.135880e+07,1.193710e+00,2.571990e+00,7.923680e-01
3325,56.9792,1.236760e+01,5.837460e+00,1.150330e+07,1.193240e+00,2.549030e+00,7.964970e-01
3350,56.9792,1.234920e+01,5.954110e+00,1.165070e+07,1.192840e+00,2.526260e+00,8.006160e-01
3375,56.9792,1.233010e+01,6.075590e+00,1.180110e+07,1.192520e+00,2.503660e+00,8.047220e-01
3400,56.9792,1.231010e+01,6.201990e+00,1.195450e+07,1.192270e+00,2.481220e+00,8.088160e-01
3425,56.9792,1.228930e+01,6.333410e+00,1.211120e+07,1.192110e+00,2.458940e+00,8.128980e-01
3450,56.9792,1.226750e+01,6.469970e+00,1.227130e+07,1.192030e+00,2.436800e+00,8.169660e-01
3475,56.9792,1.224480e+01,6.611760e+00,1.243480e+07,1.192030e+00,2.414790e+00,8.210190e-01
3500,56.9792,1.222120e+01,6.758880e+00,1.260190e+07,1.192120e+00,2.392920e+00,8.250580e-01
3525,56.9792,1.219660e+01,6.911450e+00,1.277280e+07,1.192310e+00,2.371160e+00,8.290820e-01
3550,56.9792,1.217090e+01,7.069560e+00,1.294750e+07,1.192580e+00,2.349510e+00,8.330890e-01
3575,56.9792,1.214420e+01,7.233310e+00,1.312630e+07,1.192950e+00,2.327960e+00,8.370790e-01
3600,56.9792,1.211650e+01,7.402780e+00,1.330920e+07,1.193410e+00,2.306510e+00,8.410510e-01
3625,56.9792,1.208760e+01,7.578070e+00,1.349650e+07,1.193980e+00,2.285150e+00,8.450040e-01
3650,56.9792,1.205760e+01,7.759240e+00,1.368820e+07,1.194640e+00,2.263870e+00,8.489380e-01
3675,56.9792,1.202650e+01,7.946360e+00,1.388450e+07,1.195410e+00,2.242660e+00,8.528520e-01
3700,56.9792,1.199410e+01,8.139490e+00,1.408550e+07,1.196280e+00,2.221520e+00,8.567440e-01
3725,56.9792,1.196060e+01,8.338660e+00,1.429150e+07,1.197250e+00,2.200440e+00,8.606140e-01
3750,56.9792,1.192590e+01,8.543880e+00,1.450250e+07,1.198330e+00,2.179420e+00,8.644620e-01
3775,56.9792,1.188990e+01,8.755170e+00,1.471880e+07,1.199520e+00,2.158450e+00,8.682850e-01
3800,56.9792,1.185260e+01,8.972490e+00,1.494030e+07,1.200820e+00,2.137530e+00,8.720840e-01
3825,56.9792,1.181410e+01,9.195810e+00,1.516740e+07,1.202230e+00,2.116660e+00,8.758580e-01
3850,56.9792,1.177420e+01,9.425030e+00,1.540020e+07,1.203750e+00,2.095820e+00,8.796060e-01
3875,56.9792,1.173310e+01,9.660070e+00,1.563870e+07,1.205390e+00,2.075020e+00,8.833260e-01
3900,56.9792,1.169060e+01,9.900770e+00,1.588320e+07,1.207130e+00,2.054260e+00,8.870200e-01
3925,56.9792,1.164690e+01,1.014700e+01,1.613380e+07,1.208980e+00,2.033530e+00,8.906850e-01
3950,56.9792,1.160180e+01,1.039840e+01,1.639060e+07,1.210950e+00,2.012840e+00,8.943220e-01
3975,56.9792,1.155530e+01,1.065490e+01,1.665380e+07,1.213020e+00,1.992170e+00,8.979310e-01
4000,56.9792,1.150750e+01,1.091620e+01,1.692340e+07,1.215200e+00,1.971540e+00,9.015100e-01
200,101.325,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,1.569200e+02,8.941740e-02
225,101.325,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,1.394840e+02,9.938210e-02
250,101.325,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,1.255360e+02,1.092570e-01
275,101.325,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,1.141240e+02,1.190290e-01
300,101.325,2.575290e+01,1.478320e+00,-5.800950e+06,1.279420e+00,1.046130e+02,1.286830e-01
325,101.325,2.575290e+01,1.529990e+00,-5.763350e+06,1.267460e+00,9.656610e+01,1.385830e-01
350,101.325,2.575290e+01,1.584910e+00,-5.724420e+06,1.255820e+00,8.966850e+01,1.484110e-01
375,101.325,2.575290e+01,1.642250e+00,-5.684090e+06,1.244710e+00,8.369050e+01,1.581570e-01
400,101.325,2.575280e+01,1.701480e+00,-5.642290e+06,1.234230e+00,7.845970e+01,1.678170e-01
425,101.325,2.575260e+01,1.762540e+00,-5.599000e+06,1.224380e+00,7.384380e+01,1.773840e-01
450,101.325,2.575200e+01,1.826010e+00,-5.554150e+06,1.215100e+00,6.973990e+01,1.868590e-01
475,101.325,2.575070e+01,1.893430e+00,-5.507660e+06,1.206280e+00,6.606600e+01,1.962400e-01
500,101.325,2.574790e+01,1.967490e+00,-5.459420e+06,1.197780e+00,6.275580e+01,2.055300e-01
525,101.325,2.574230e+01,2.052310e+00,-5.409200e+06,1.189490e+00,5.975430e+01,2.143640e-01
550,101.325,2.573180e+01,2.153590e+00,-5.356670e+06,1.181330e+00,5.701520e+01,2.230750e-01
575,101.325,2.571370e+01,2.278640e+00,-5.301320e+06,1.173330e+00,5.449790e+01,2.316700e-01
600,101.325,2.568390e+01,2.436090e+00,-5.242470e+06,1.165660e+00,5.216650e+01,2.401630e-01
625,101.325,2.563710e+01,2.635430e+00,-5.179170e+06,1.158600e+00,4.998850e+01,2.483530e-01
650,101.325,2.556670e+01,2.886100e+00,-5.110270e+06,1.152560e+00,4.793390e+01,2.564510e-01
675,101.325,2.546530e+01,3.196040e+00,-5.034370e+06,1.148000e+00,4.597550e+01,2.644720e-01
700,101.325,2.532490e+01,3.569830e+00,-4.949930e+06,1.145300e+00,4.408910e+01,2.724280e-01
725,101.325,2.513780e+01,4.006200e+00,-4.855360e+06,1.144720e+00,4.225430e+01,2.803300e-01
750,101.325,2.489810e+01,4.495240e+00,-4.749180e+06,1.146320e+00,4.045640e+01,2.881790e-01
775,101.325,2.460290e+01,5.015850e+00,-4.630330e+06,1.149940e+00,3.868720e+01,2.959680e-01
800,101.325,2.425400e+01,5.534410e+00,-4.498400e+06,1.155160e+00,3.694670e+01,3.036770e-01
825,101.325,2.385880e+01,6.006340e+00,-4.353990e+06,1.161300e+00,3.524330e+01,3.112780e-01
850,101.325,2.343050e+01,6.382380e+00,-4.198880e+06,1.167550e+00,3.359270e+01,3.187360e-01
875,101.325,2.298670e+01,6.619910e+00,-4.036030e+06,1.173050e+00,3.201480e+01,3.260170e-01
900,101.325,2.254680e+01,6.696830e+00,-3.869240e+06,1.177140e+00,3.052990e+01,3.330960e-01
925,101.325,2.212850e+01,6.622100e+00,-3.702470e+06,1.179450e+00,2.915360e+01,3.399610e-01
950,101.325,2.174450e+01,6.436860e+00,-3.539060e+06,1.180080e+00,2.789380e+01,3.466150e-01
975,101.325,2.140060e+01,6.204550e+00,-3.381020e+06,1.179450e+00,2.674870e+01,3.530740e-01
1000,101.325,2.109560e+01,5.993310e+00,-3.228650e+06,1.178290e+00,2.570830e+01,3.593580e-01
1025,101.325,2.082250e+01,5.852720e+00,-3.080750e+06,1.177430e+00,2.475660e+01,3.652870e-01
1050,101.325,2.057190e+01,5.788860e+00,-2.935360e+06,1.177480e+00,2.387630e+01,3.710930e-01
1075,101.325,2.033620e+01,5.757840e+00,-2.791030e+06,1.178430e+00,2.305380e+01,3.768090e-01
1100,101.325,2.011310e+01,5.698060e+00,-2.647720e+06,1.179610e+00,2.228270e+01,3.824600e-01
1125,101.325,1.990480e+01,5.572440e+00,-2.506690e+06,1.180220e+00,2.156190e+01,3.880590e-01
1150,101.325,1.971550e+01,5.387320e+00,-2.369600e+06,1.179790e+00,2.089260e+01,3.936120e-01
1175,101.325,1.954770e+01,5.186190e+00,-2.237460e+06,1.178380e+00,2.027400e+01,3.991130e-01
1200,101.325,1.940010e+01,5.023050e+00,-2.109970e+06,1.176530e+00,1.970170e+01,4.045570e-01
1225,101.325,1.926830e+01,4.929970e+00,-1.985710e+06,1.174840e+00,1.916850e+01,4.099380e-01
1250,101.325,1.914670e+01,4.906850e+00,-1.862880e+06,1.173760e+00,1.866670e+01,4.152570e-01
1275,101.325,1.903060e+01,4.936230e+00,-1.739930e+06,1.173390e+00,1.818970e+01,4.205160e-01
1300,101.325,1.891660e+01,4.999450e+00,-1.615790e+06,1.173680e+00,1.773300e+01,4.257200e-01
1325,101.325,1.880260e+01,5.082860e+00,-1.489790e+06,1.174490e+00,1.729350e+01,4.308750e-01
1350,101.325,1.868730e+01,5.177850e+00,-1.361550e+06,1.175720e+00,1.686920e+01,4.359840e-01
1375,101.325,1.857000e+01,5.279360e+00,-1.230850e+06,1.177240e+00,1.645860e+01,4.410520e-01
1400,101.325,1.845060e+01,5.384660e+00,-1.097550e+06,1.178970e+00,1.606070e+01,4.460830e-01
1425,101.325,1.832890e+01,5.492550e+00,-9.615910e+05,1.180850e+00,1.567480e+01,4.510790e-01
1450,101.325,1.820480e+01,5.602880e+00,-8.229040e+05,1.182810e+00,1.530030e+01,4.560460e-01
1475,101.325,1.807860e+01,5.716290e+00,-6.814210e+05,1.184800e+00,1.493670e+01,4.609850e-01
1500,101.325,1.795020e+01,5.834090e+00,-5.370530e+05,1.186780e+00,1.458340e+01,4.659000e-01
1525,101.325,1.781980e+01,5.958190e+00,-3.896650e+05,1.188700e+00,1.424020e+01,4.707940e-01
1550,101.325,1.768740e+01,6.091040e+00,-2.390700e+05,1.190540e+00,1.390640e+01,4.756700e-01
1575,101.325,1.755290e+01,6.235550e+00,-8.501560e+04,1.192270e+00,1.358160e+01,4.805310e-01
1600,101.325,1.741640e+01,6.395150e+00,7.283300e+04,1.193880e+00,1.326540e+01,4.853800e-01
1625,101.325,1.727760e+01,6.573630e+00,2.348990e+05,1.195360e+00,1.295720e+01,4.902210e-01
1650,101.325,1.713630e+01,6.775100e+00,4.017060e+05,1.196740e+00,1.265650e+01,4.950570e-01
1675,101.325,1.699210e+01,7.003860e+00,5.738810e+05,1.198040e+00,1.236270e+01,4.998910e-01
1700,101.325,1.684460e+01,7.264180e+00,7.521620e+05,1.199300e+00,1.207520e+01,5.047270e-01
1725,101.325,1.669330e+01,7.559980e+00,9.373860e+05,1.200580e+00,1.179330e+01,5.095670e-01
1750,101.325,1.653780e+01,7.894380e+00,1.130480e+06,1.201960e+00,1.151650e+01,5.144170e-01
1775,101.325,1.637740e+01,8.269020e+00,1.332440e+06,1.203510e+00,1.124420e+01,5.192780e-01
1800,101.325,1.621170e+01,8.683150e+00,1.544260e+06,1.205330e+00,1.097580e+01,5.241530e-01
1825,101.325,1.604020e+01,9.132370e+00,1.766890e+06,1.207490e+00,1.071100e+01,5.290450e-01
1850,101.325,1.586270e+01,9.607150e+00,2.001100e+06,1.210050e+00,1.044930e+01,5.339550e-01
1875,101.325,1.567930e+01,1.009120e+01,2.247330e+06,1.213020e+00,1.019080e+01,5.388840e-01
1900,101.325,1.549060e+01,1.056000e+01,2.505530e+06,1.216370e+00,9.935670e+00,5.438290e-01
1925,101.325,1.529770e+01,1.098090e+01,2.774930e+06,1.220010e+00,9.684470e+00,5.487890e-01
1950,101.325,1.510210e+01,1.131420e+01,3.053850e+06,1.223770e+00,9.438120e+00,5.537580e-01
1975,101.325,1.490640e+01,1.151930e+01,3.339570e+06,1.227450e+00,9.197910e+00,5.587280e-01
2000,101.325,1.471350e+01,1.156220e+01,3.628460e+06,1.230820e+00,8.965360e+00,5.636930e-01
2025,101.325,1.452640e+01,1.142620e+01,3.916190e+06,1.233720e+00,8.742090e+00,5.684880e-01
2050,101.325,1.434820e+01,1.111860e+01,4.198330e+06,1.236040e+00,8.529560e+00,5.732610e-01
2075,101.325,1.418140e+01,1.067100e+01,4.470940e+06,1.237770e+00,8.328820e+00,5.780090e-01
2100,101.325,1.402760e+01,1.013100e+01,4.731110e+06,1.239000e+00,8.140390e+00,5.827260e-01
2125,101.325,1.388740e+01,9.548780e+00,4.977140e+06,1.239820e+00,7.964260e+00,5.874140e-01
2150,101.325,1.376090e+01,8.966860e+00,5.208550e+06,1.240310e+00,7.799930e+00,5.920730e-01
2175,101.325,1.364730e+01,8.414170e+00,5.425730e+06,1.240550e+00,7.646640e+00,5.967060e-01
2200,101.325,1.354570e+01,7.906610e+00,5.629640e+06,1.240580e+00,7.503440e+00,6.013150e-01
2225,101.325,1.345480e+01,7.450100e+00,5.821490e+06,1.240440e+00,7.369370e+00,6.059030e-01
2250,101.325,1.337370e+01,7.044420e+00,6.002570e+06,1.240140e+00,7.243520e+00,6.104720e-01
2275,101.325,1.330110e+01,6.686150e+00,6.174110e+06,1.239730e+00,7.125030e+00,6.150230e-01
2300,101.325,1.323600e+01,6.370630e+00,6.337230e+06,1.239210e+00,7.013140e+00,6.195590e-01
2325,101.325,1.317780e+01,6.093050e+00,6.492950e+06,1.238610e+00,6.907180e+00,6.240800e-01
2350,101.325,1.312540e+01,5.848890e+00,6.642160e+06,1.237940e+00,6.806550e+00,6.285860e-01
2375,101.325,1.307830e+01,5.634170e+00,6.785640e+06,1.237220e+00,6.710740e+00,6.330800e-01
2400,101.325,1.303590e+01,5.445420e+00,6.924090e+06,1.236450e+00,6.619290e+00,6.375600e-01
2425,101.325,1.299760e+01,5.279660e+00,7.058100e+06,1.235640e+00,6.531790e+00,6.420290e-01
2450,101.325,1.296290e+01,5.134350e+00,7.188240e+06,1.234800e+00,6.447890e+00,6.464850e-01
2475,101.325,1.293140e+01,5.007260e+00,7.314970e+06,1.233910e+00,6.367280e+00,6.509300e-01
2500,101.325,1.290280e+01,4.896480e+00,7.438740e+06,1.232990e+00,6.289660e+00,6.553630e-01
2525,101.325,1.287680e+01,4.800360e+00,7.559920e+06,1.232030e+00,6.214810e+00,6.597850e-01
2550,101.325,1.285290e+01,4.717430e+00,7.678870e+06,1.231040e+00,6.142480e+00,6.641960e-01
2575,101.325,1.283110e+01,4.646410e+00,7.795890e+06,1.230020e+00,6.072500e+00,6.685970e-01
2600,101.325,1.281090e+01,4.586180e+00,7.911280e+06,1.228970e+00,6.004680e+00,6.729880e-01
2625,101.325,1.279230e+01,4.535770e+00,8.025280e+06,1.227880e+00,5.938850e+00,6.773690e-01
2650,101.325,1.277510e+01,4.494290e+00,8.138140e+06,1.226780e+00,5.874890e+00,6.817390e-01
2675,101.325,1.275900e+01,4.460990e+00,8.250060e+06,1.225640e+00,5.812660e+00,6.861000e-01
2700,101.325,1.274400e+01,4.435190e+00,8.361250e+06,1.224490e+00,5.752050e+00,6.904520e-01
2725,101.325,1.272980e+01,4.416300e+00,8.471880e+06,1.223320e+00,5.692940e+00,6.947950e-01
2750,101.325,1.271640e+01,4.403800e+00,8.582120e+06,1.222140e+00,5.635250e+00,6.991280e-01
2775,101.325,1.270370e+01,4.397250e+00,8.692120e+06,1.220950e+00,5.578890e+00,7.034530e-01
2800,101.325,1.269150e+01,4.396250e+00,8.802030e+06,1.219740e+00,5.523770e+00,7.077690e-01
2825,101.325,1.267970e+01,4.400450e+00,8.911980e+06,1.218540e+00,5.469830e+00,7.120760e-01
2850,101.325,1.266840e+01,4.409560e+00,9.022090e+06,1.217330e+00,5.417000e+00,7.163760e-01
2875,101.325,1.265740e+01,4.423310e+00,9.132490e+06,1.216130e+00,5.365220e+00,7.206660e-01
2900,101.325,1.264660e+01,4.441490e+00,9.243290e+06,1.214930e+00,5.314430e+00,7.249490e-01
2925,101.325,1.263590e+01,4.463900e+00,9.354600e+06,1.213740e+00,5.264570e+00,7.292240e-01
2950,101.325,1.262540e+01,4.490390e+00,9.466520e+06,1.212570e+00,5.215600e+00,7.334910e-01
2975,101.325,1.261490e+01,4.520820e+00,9.579160e+06,1.211410e+00,5.167480e+00,7.377490e-01
3000,101.325,1.260440e+01,4.555070e+00,9.692600e+06,1.210260e+00,5.120160e+00,7.420000e-01
3025,101.325,1.259390e+01,4.593050e+00,9.806940e+06,1.209140e+00,5.073600e+00,7.462440e-01
3050,101.325,1.258320e+01,4.634690e+00,9.922280e+06,1.208040e+00,5.027760e+00,7.504790e-01
3075,101.325,1.257250e+01,4.679930e+00,1.003870e+07,1.206970e+00,4.982610e+00,7.547070e-01
3100,101.325,1.256150e+01,4.728720e+00,1.015630e+07,1.205930e+00,4.938120e+00,7.589270e-01
3125,101.325,1.255030e+01,4.781030e+00,1.027520e+07,1.204920e+00,4.894250e+00,7.631390e-01
3150,101.325,1.253890e+01,4.836850e+00,1.039540e+07,1.203940e+00,4.850980e+00,7.673430e-01
3175,101.325,1.252710e+01,4.896160e+00,1.051700e+07,1.203010e+00,4.808270e+00,7.715390e-01
3200,101.325,1.251500e+01,4.958960e+00,1.064020e+07,1.202110e+00,4.766110e+00,7.757270e-01
3225,101.325,1.250260e+01,5.025270e+00,1.076500e+07,1.201250e+00,4.724460e+00,7.799070e-01
3250,101.325,1.248970e+01,5.095090e+00,1.089150e+07,1.200440e+00,4.683300e+00,7.840790e-01
3275,101.325,1.247650e+01,5.168450e+00,1.101980e+07,1.199680e+00,4.642600e+00,7.882420e-01
3300,101.325,1.246270e+01,5.245390e+00,1.115000e+07,1.198970e+00,4.602360e+00,7.923960e-01
3325,101.325,1.244850e+01,5.325930e+00,1.128210e+07,1.198310e+00,4.562530e+00,7.965410e-01
3350,101.325,1.243370e+01,5.410120e+00,1.141630e+07,1.197700e+00,4.523120e+00,8.006770e-01
3375,101.325,1.241840e+01,5.497990e+00,1.155260e+07,1.197150e+00,4.484080e+00,8.048030e-01
3400,101.325,1.240250e+01,5.589600e+00,1.169120e+07,1.196660e+00,4.445410e+00,8.089200e-01
3425,101.325,1.238600e+01,5.685010e+00,1.183220e+07,1.196230e+00,4.407090e+00,8.130260e-01
3450,101.325,1.236880e+01,5.784250e+00,1.197550e+07,1.195870e+00,4.369100e+00,8.171220e-01
3475,101.325,1.235100e+01,5.887400e+00,1.212140e+07,1.195570e+00,4.331430e+00,8.212060e-01
3500,101.325,1.233260e+01,5.994510e+00,1.226990e+07,1.195330e+00,4.294050e+00,8.252790e-01
3525,101.325,1.231330e+01,6.105640e+00,1.242120e+07,1.195170e+00,4.256950e+00,8.293410e-01
3550,101.325,1.229340e+01,6.220850e+00,1.257520e+07,1.195080e+00,4.220120e+00,8.333890e-01
3575,101.325,1.227270e+01,6.340210e+00,1.273220e+07,1.195060e+00,4.183550e+00,8.374250e-01
3600,101.325,1.225120e+01,6.463770e+00,1.289230e+07,1.195120e+00,4.147210e+00,8.414470e-01
3625,101.325,1.222880e+01,6.591600e+00,1.305550e+07,1.195250e+00,4.111110e+00,8.454560e-01
3650,101.325,1.220570e+01,6.723750e+00,1.322190e+07,1.195460e+00,4.075210e+00,8.494490e-01
3675,101.325,1.218160e+01,6.860280e+00,1.339170e+07,1.195760e+00,4.039520e+00,8.534270e-01
3700,101.325,1.215670e+01,7.001250e+00,1.356490e+07,1.196130e+00,4.004020e+00,8.573900e-01
3725,101.325,1.213090e+01,7.146700e+00,1.374180e+07,1.196590e+00,3.968690e+00,8.613360e-01
3750,101.325,1.210410e+01,7.296670e+00,1.392230e+07,1.197140e+00,3.933540e+00,8.652640e-01
3775,101.325,1.207640e+01,7.451210e+00,1.410670e+07,1.197770e+00,3.898540e+00,8.691750e-01
3800,101.325,1.204770e+01,7.610330e+00,1.429490e+07,1.198490e+00,3.863690e+00,8.730670e-01
3825,101.325,1.201800e+01,7.774060e+00,1.448720e+07,1.199300e+00,3.828990e+00,8.769400e-01
3850,101.325,1.198730e+01,7.942410e+00,1.468370e+07,1.200200e+00,3.794410e+00,8.807920e-01
3875,101.325,1.195560e+01,8.115370e+00,1.488440e+07,1.201190e+00,3.759960e+00,8.846250e-01
3900,101.325,1.192290e+01,8.292920e+00,1.508950e+07,1.202270e+00,3.725620e+00,8.884360e-01
3925,101.325,1.188910e+01,8.475040e+00,1.529900e+07,1.203450e+00,3.691390e+00,8.922250e-01
3950,101.325,1.185420e+01,8.661670e+00,1.551320e+07,1.204730e+00,3.657270e+00,8.959920e-01
3975,101.325,1.181820e+01,8.852760e+00,1.573220e+07,1.206090e+00,3.623240e+00,8.997360e-01
4000,101.325,1.178120e+01,9.048210e+00,1.595590e+07,1.207550e+00,3.589310e+00,9.034560e-01
200,180.184,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,2.790470e+02,8.941740e-02
225,180.184,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,2.480420e+02,9.938210e-02
250,180.184,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,2.232380e+02,1.092570e-01
275,180.184,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,2.029440e+02,1.190290e-01
300,180.184,2.575290e+01,1.478320e+00,-5.800950e+06,1.279420e+00,1.860320e+02,1.286830e-01
325,180.184,2.575290e+01,1.529990e+00,-5.763350e+06,1.267460e+00,1.717210e+02,1.385830e-01
350,180.184,2.575290e+01,1.584900e+00,-5.724420e+06,1.255820e+00,1.594560e+02,1.484110e-01
375,180.184,2.575290e+01,1.642190e+00,-5.684090e+06,1.244720e+00,1.488250e+02,1.581570e-01
400,180.184,2.575280e+01,1.701250e+00,-5.642300e+06,1.234250e+00,1.395230e+02,1.678170e-01
425,180.184,2.575270e+01,1.761880e+00,-5.599010e+06,1.224440e+00,1.313150e+02,1.773840e-01
450,180.184,2.575230e+01,1.824360e+00,-5.554190e+06,1.215240e+00,1.240180e+02,1.868580e-01
475,180.184,2.575130e+01,1.889690e+00,-5.507770e+06,1.206570e+00,1.174870e+02,1.962380e-01
500,180.184,2.574930e+01,1.959760e+00,-5.459670e+06,1.198300e+00,1.116030e+02,2.055260e-01
525,180.184,2.574520e+01,2.037500e+00,-5.409720e+06,1.190340e+00,1.062720e+02,2.143570e-01
550,180.184,2.573770e+01,2.127050e+00,-5.357690e+06,1.182610e+00,1.014120e+02,2.230610e-01
575,180.184,2.572450e+01,2.233720e+00,-5.303220e+06,1.175090e+00,9.695310e+01,2.316450e-01
600,180.184,2.570280e+01,2.363910e+00,-5.245810e+06,1.167850e+00,9.283500e+01,2.401190e-01
625,180.184,2.566870e+01,2.524770e+00,-5.184770e+06,1.161090e+00,8.900310e+01,2.482820e-01
650,180.184,2.561710e+01,2.723710e+00,-5.119250e+06,1.155080e+00,8.540810e+01,2.563410e-01
675,180.184,2.554240e+01,2.967540e+00,-5.048210e+06,1.150150e+00,8.200510e+01,2.643080e-01
700,180.184,2.543820e+01,3.261410e+00,-4.970460e+06,1.146640e+00,7.875370e+01,2.721960e-01
725,180.184,2.529790e+01,3.607320e+00,-4.884710e+06,1.144830e+00,7.561860e+01,2.800150e-01
750,180.184,2.511550e+01,4.002480e+00,-4.789680e+06,1.144880e+00,7.257090e+01,2.877720e-01
