Tw_K,P_bar,M[kg/kmol],Cp[kJ/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[millipoise]
3850,18.0184,1.115070e+01,1.415530e+01,1.767840e+07,1.223480e+00,6.276560e-01,8.750010e-01
3875,18.0184,1.108330e+01,1.455740e+01,1.803730e+07,1.226760e+00,6.198400e-01,8.783630e-01
3900,18.0184,1.101430e+01,1.496200e+01,1.840630e+07,1.230150e+00,6.120320e-01,8.816860e-01
3925,18.0184,1.094370e+01,1.536780e+01,1.878540e+07,1.233630e+00,6.042350e-01,8.849690e-01
3950,18.0184,1.087160e+01,1.577350e+01,1.917470e+07,1.237180e+00,5.964530e-01,8.882140e-01
3975,18.0184,1.079800e+01,1.617770e+01,1.957410e+07,1.240810e+00,5.886900e-01,8.914200e-01
4000,18.0184,1.072300e+01,1.657890e+01,1.998350e+07,1.244490e+00,5.809500e-01,8.945890e-01
200,32.0418,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,4.962240e+01,8.941740e-02
225,32.0418,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,4.410880e+01,9.938210e-02
250,32.0418,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,3.969790e+01,1.092570e-01
275,32.0418,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,3.608900e+01,1.190290e-01
300,32.0418,2.575290e+01,1.478320e+00,-5.800950e+06,1.279420e+00,3.308160e+01,1.286830e-01
325,32.0418,2.575290e+01,1.530000e+00,-5.763350e+06,1.267450e+00,3.053690e+01,1.385830e-01
350,32.0418,2.575290e+01,1.584970e+00,-5.724420e+06,1.255810e+00,2.835570e+01,1.484110e-01
375,32.0418,2.575280e+01,1.642480e+00,-5.684080e+06,1.244680e+00,2.646520e+01,1.581570e-01
400,32.0418,2.575270e+01,1.702250e+00,-5.642280e+06,1.234140e+00,2.481100e+01,1.678170e-01
425,32.0418,2.575230e+01,1.764710e+00,-5.598950e+06,1.224150e+00,2.335120e+01,1.773850e-01
450,32.0418,2.575120e+01,1.831470e+00,-5.554010e+06,1.214610e+00,2.205300e+01,1.868610e-01
475,32.0418,2.574870e+01,1.905720e+00,-5.507310e+06,1.205320e+00,2.089030e+01,1.962440e-01
500,32.0418,2.574330e+01,1.992830e+00,-5.458620e+06,1.196090e+00,1.984160e+01,2.055410e-01
525,32.0418,2.573260e+01,2.100750e+00,-5.407500e+06,1.186790e+00,1.888890e+01,2.143880e-01
550,32.0418,2.571280e+01,2.240240e+00,-5.353320e+06,1.177410e+00,1.801650e+01,2.231200e-01
575,32.0418,2.567870e+01,2.424740e+00,-5.295110e+06,1.168180e+00,1.721020e+01,2.317530e-01
600,32.0418,2.562260e+01,2.669640e+00,-5.231580e+06,1.159570e+00,1.645710e+01,2.403050e-01
625,32.0418,2.553540e+01,2.990590e+00,-5.161000e+06,1.152270e+00,1.574500e+01,2.485840e-01
650,32.0418,2.540580e+01,3.400750e+00,-5.081300e+06,1.146990e+00,1.506270e+01,2.568050e-01
675,32.0418,2.522240e+01,3.906500e+00,-4.990160e+06,1.144310e+00,1.440010e+01,2.649890e-01
700,32.0418,2.497460e+01,4.501680e+00,-4.885230e+06,1.144520e+00,1.374930e+01,2.731440e-01
725,32.0418,2.465560e+01,5.160980e+00,-4.764530e+06,1.147540e+00,1.310570e+01,2.812690e-01
750,32.0418,2.426560e+01,5.834580e+00,-4.627050e+06,1.152850e+00,1.246840e+01,2.893410e-01
775,32.0418,2.381380e+01,6.448120e+00,-4.473300e+06,1.159510e+00,1.184150e+01,2.973180e-01
800,32.0418,2.331950e+01,6.913900e+00,-4.305880e+06,1.166280e+00,1.123340e+01,3.051450e-01
825,32.0418,2.281020e+01,7.156260e+00,-4.129480e+06,1.171920e+00,1.065510e+01,3.127630e-01
850,32.0418,2.231540e+01,7.144340e+00,-3.950200e+06,1.175520e+00,1.011740e+01,3.201290e-01
875,32.0418,2.186030e+01,6.914400e+00,-3.774100e+06,1.176800e+00,9.627880e+00,3.272210e-01
900,32.0418,2.145950e+01,6.565910e+00,-3.605480e+06,1.176160e+00,9.188810e+00,3.340440e-01
925,32.0418,2.111440e+01,6.234650e+00,-3.445660e+06,1.174560e+00,8.796660e+00,3.406210e-01
950,32.0418,2.081350e+01,6.046190e+00,-3.292530e+06,1.173320e+00,8.443140e+00,3.469900e-01
975,32.0418,2.053850e+01,6.029010e+00,-3.141870e+06,1.173710e+00,8.117930e+00,3.531980e-01
1000,32.0418,2.027510e+01,6.064550e+00,-2.990630e+06,1.175590e+00,7.813480e+00,3.593030e-01
1025,32.0418,2.002260e+01,5.999480e+00,-2.839510e+06,1.177540e+00,7.527980e+00,3.651410e-01
1050,32.0418,1.979020e+01,5.770830e+00,-2.692060e+06,1.178230e+00,7.263450e+00,3.709310e-01
1075,32.0418,1.958770e+01,5.433250e+00,-2.551900e+06,1.177260e+00,7.021950e+00,3.766700e-01
1100,32.0418,1.941780e+01,5.122210e+00,-2.420170e+06,1.175180e+00,6.802840e+00,3.823400e-01
1125,32.0418,1.927370e+01,4.949700e+00,-2.294610e+06,1.173010e+00,6.602300e+00,3.879240e-01
1150,32.0418,1.914420e+01,4.923770e+00,-2.171440e+06,1.171600e+00,6.415350e+00,3.934200e-01
1175,32.0418,1.901990e+01,4.992260e+00,-2.047630e+06,1.171190e+00,6.238100e+00,3.988320e-01
1200,32.0418,1.889560e+01,5.108590e+00,-1.921440e+06,1.171670e+00,6.068220e+00,4.041690e-01
1225,32.0418,1.876850e+01,5.246360e+00,-1.792030e+06,1.172830e+00,5.904410e+00,4.094400e-01
1250,32.0418,1.863760e+01,5.392320e+00,-1.659050e+06,1.174480e+00,5.745960e+00,4.146510e-01
1275,32.0418,1.850260e+01,5.539830e+00,-1.522400e+06,1.176490e+00,5.592470e+00,4.198100e-01
1300,32.0418,1.836340e+01,5.685550e+00,-1.382080e+06,1.178730e+00,5.443660e+00,4.249210e-01
1325,32.0418,1.822040e+01,5.828020e+00,-1.238150e+06,1.181130e+00,5.299370e+00,4.299890e-01
1350,32.0418,1.807410e+01,5.966960e+00,-1.090710e+06,1.183610e+00,5.159480e+00,4.350190e-01
1375,32.0418,1.792500e+01,6.103110e+00,-9.398260e+05,1.186080e+00,5.023870e+00,4.400140e-01
1400,32.0418,1.777350e+01,6.238070e+00,-7.855610e+05,1.188480e+00,4.892460e+00,4.449800e-01
1425,32.0418,1.762010e+01,6.374300e+00,-6.279120e+05,1.190760e+00,4.765130e+00,4.499200e-01
1450,32.0418,1.746500e+01,6.515170e+00,-4.668080e+05,1.192850e+00,4.641770e+00,4.548390e-01
1475,32.0418,1.730870e+01,6.664920e+00,-3.020800e+05,1.194710e+00,4.522250e+00,4.597410e-01
1500,32.0418,1.715120e+01,6.828700e+00,-1.334450e+05,1.196300e+00,4.406400e+00,4.646320e-01
1525,32.0418,1.699240e+01,7.012490e+00,3.952150e+04,1.197610e+00,4.294050e+00,4.695140e-01
1550,32.0418,1.683230e+01,7.223080e+00,2.174030e+05,1.198630e+00,4.184970e+00,4.743940e-01
1575,32.0418,1.667040e+01,7.467860e+00,4.009600e+05,1.199380e+00,4.078940e+00,4.792760e-01
1600,32.0418,1.650630e+01,7.754600e+00,5.911460e+05,1.199920e+00,3.975670e+00,4.841650e-01
1625,32.0418,1.633920e+01,8.090970e+00,7.891040e+05,1.200330e+00,3.874900e+00,4.890670e-01
1650,32.0418,1.616860e+01,8.483830e+00,9.961650e+05,1.200720e+00,3.776330e+00,4.939860e-01
1675,32.0418,1.599340e+01,8.938150e+00,1.213810e+06,1.201230e+00,3.679660e+00,4.989280e-01
1700,32.0418,1.581280e+01,9.455240e+00,1.443600e+06,1.202010e+00,3.584610e+00,5.038960e-01
1725,32.0418,1.562610e+01,1.003030e+01,1.687060e+06,1.203190e+00,3.490950e+00,5.088950e-01
1750,32.0418,1.543280e+01,1.064920e+01,1.945480e+06,1.204870e+00,3.398520e+00,5.139250e-01
1775,32.0418,1.523290e+01,1.128420e+01,2.219650e+06,1.207090e+00,3.307250e+00,5.189870e-01
1800,32.0418,1.502720e+01,1.189040e+01,2.509460e+06,1.209800e+00,3.217260e+00,5.240770e-01
1825,32.0418,1.481720e+01,1.240470e+01,2.813410e+06,1.212820e+00,3.128860e+00,5.291890e-01
1850,32.0418,1.460590e+01,1.274990e+01,3.128280e+06,1.215880e+00,3.042560e+00,5.343110e-01
1875,32.0418,1.439730e+01,1.284980e+01,3.448860e+06,1.218650e+00,2.959100e+00,5.394300e-01
1900,32.0418,1.419590e+01,1.265340e+01,3.768290e+06,1.220860e+00,2.879340e+00,5.445310e-01
1925,32.0418,1.400680e+01,1.216000e+01,4.079030e+06,1.222400e+00,2.804070e+00,5.495990e-01
1950,32.0418,1.383360e+01,1.142810e+01,4.374290e+06,1.223380e+00,2.733910e+00,5.546260e-01
1975,32.0418,1.367890e+01,1.055810e+01,4.649290e+06,1.224050e+00,2.669120e+00,5.596060e-01
2000,32.0418,1.354320e+01,9.655800e+00,4.901930e+06,1.224660e+00,2.609600e+00,5.645410e-01
2025,32.0418,1.342560e+01,8.802170e+00,5.132490e+06,1.225350e+00,2.555000e+00,5.692860e-01
2050,32.0418,1.332440e+01,8.042010e+00,5.342830e+06,1.226130e+00,2.504810e+00,5.739960e-01
2075,32.0418,1.323730e+01,7.389640e+00,5.535500e+06,1.226940e+00,2.458460e+00,5.786740e-01
2100,32.0418,1.316240e+01,6.840850e+00,5.713170e+06,1.227710e+00,2.415440e+00,5.833250e-01
2125,32.0418,1.309770e+01,6.383150e+00,5.878300e+06,1.228370e+00,2.375290e+00,5.879540e-01
2150,32.0418,1.304160e+01,6.002110e+00,6.032970e+06,1.228900e+00,2.337630e+00,5.925630e-01
2175,32.0418,1.299290e+01,5.684350e+00,6.178930e+06,1.229290e+00,2.302120e+00,5.971540e-01
2200,32.0418,1.295030e+01,5.418570e+00,6.317620e+06,1.229520e+00,2.268500e+00,6.017290e-01
2225,32.0418,1.291300e+01,5.195630e+00,6.450220e+06,1.229620e+00,2.236550e+00,6.062880e-01
2250,32.0418,1.288010e+01,5.008240e+00,6.577700e+06,1.229570e+00,2.206070e+00,6.108320e-01
2275,32.0418,1.285110e+01,4.850630e+00,6.700880e+06,1.229400e+00,2.176910e+00,6.153630e-01
2300,32.0418,1.282530e+01,4.718200e+00,6.820440e+06,1.229100e+00,2.148930e+00,6.198800e-01
2325,32.0418,1.280230e+01,4.607250e+00,6.936970e+06,1.228680e+00,2.122010e+00,6.243840e-01
2350,32.0418,1.278180e+01,4.514780e+00,7.050950e+06,1.228150e+00,2.096060e+00,6.288760e-01
2375,32.0418,1.276330e+01,4.438330e+00,7.162840e+06,1.227520e+00,2.071000e+00,6.333560e-01
2400,32.0418,1.274650e+01,4.375890e+00,7.272990e+06,1.226790e+00,2.046740e+00,6.378230e-01
2425,32.0418,1.273130e+01,4.325760e+00,7.381730e+06,1.225970e+00,2.023220e+00,6.422800e-01
2450,32.0418,1.271740e+01,4.286560e+00,7.489370e+06,1.225060e+00,2.000380e+00,6.467250e-01
2475,32.0418,1.270450e+01,4.257100e+00,7.596140e+06,1.224090e+00,1.978180e+00,6.511590e-01
2500,32.0418,1.269260e+01,4.236410e+00,7.702300e+06,1.223040e+00,1.956560e+00,6.555820e-01
2525,32.0418,1.268150e+01,4.223660e+00,7.808030e+06,1.221940e+00,1.935490e+00,6.599950e-01
2550,32.0418,1.267100e+01,4.218160e+00,7.913540e+06,1.220780e+00,1.914920e+00,6.643980e-01
2575,32.0418,1.266100e+01,4.219320e+00,8.018990e+06,1.219580e+00,1.894840e+00,6.687910e-01
2600,32.0418,1.265140e+01,4.226670e+00,8.124560e+06,1.218330e+00,1.875200e+00,6.731740e-01
2625,32.0418,1.264220e+01,4.239800e+00,8.230380e+06,1.217060e+00,1.855980e+00,6.775480e-01
2650,32.0418,1.263320e+01,4.258390e+00,8.336590e+06,1.215760e+00,1.837160e+00,6.819120e-01
2675,32.0418,1.262430e+01,4.282150e+00,8.443340e+06,1.214430e+00,1.818720e+00,6.862670e-01
2700,32.0418,1.261550e+01,4.310870e+00,8.550740e+06,1.213100e+00,1.800620e+00,6.906130e-01
2725,32.0418,1.260670e+01,4.344380e+00,8.658920e+06,1.211750e+00,1.782860e+00,6.949510e-01
2750,32.0418,1.259790e+01,4.382540e+00,8.768000e+06,1.210400e+00,1.765410e+00,6.992790e-01
2775,32.0418,1.258890e+01,4.425240e+00,8.878090e+06,1.209050e+00,1.748270e+00,7.035990e-01
2800,32.0418,1.257980e+01,4.472420e+00,8.989300e+06,1.207710e+00,1.731410e+00,7.079110e-01
2825,32.0418,1.257050e+01,4.524040e+00,9.101740e+06,1.206380e+00,1.714810e+00,7.122140e-01
2850,32.0418,1.256090e+01,4.580050e+00,9.215540e+06,1.205070e+00,1.698470e+00,7.165090e-01
2875,32.0418,1.255100e+01,4.640470e+00,9.330780e+06,1.203780e+00,1.682380e+00,7.207950e-01
2900,32.0418,1.254080e+01,4.705310e+00,9.447600e+06,1.202510e+00,1.666510e+00,7.250730e-01
2925,32.0418,1.253010e+01,4.774600e+00,9.566090e+06,1.201270e+00,1.650860e+00,7.293430e-01
2950,32.0418,1.251900e+01,4.848380e+00,9.686360e+06,1.200070e+00,1.635420e+00,7.336040e-01
2975,32.0418,1.250740e+01,4.926710e+00,9.808540e+06,1.198910e+00,1.620170e+00,7.378570e-01
3000,32.0418,1.249530e+01,5.009660e+00,9.932740e+06,1.197790e+00,1.605110e+00,7.421010e-01
3025,32.0418,1.248260e+01,5.097320e+00,1.005910e+07,1.196730e+00,1.590230e+00,7.463360e-01
3050,32.0418,1.246930e+01,5.189760e+00,1.018760e+07,1.195710e+00,1.575520e+00,7.505630e-01
3075,32.0418,1.245530e+01,5.287100e+00,1.031860e+07,1.194750e+00,1.560960e+00,7.547800e-01
3100,32.0418,1.244070e+01,5.389430e+00,1.045200e+07,1.193850e+00,1.546550e+00,7.589880e-01
3125,32.0418,1.242530e+01,5.496870e+00,1.058810e+07,1.193020e+00,1.532280e+00,7.631860e-01
3150,32.0418,1.240920e+01,5.609550e+00,1.072690e+07,1.192260e+00,1.518150e+00,7.673740e-01
3175,32.0418,1.239230e+01,5.727600e+00,1.086860e+07,1.191560e+00,1.504140e+00,7.715520e-01
3200,32.0418,1.237450e+01,5.851150e+00,1.101340e+07,1.190950e+00,1.490250e+00,7.757190e-01
3225,32.0418,1.235580e+01,5.980340e+00,1.116120e+07,1.190410e+00,1.476470e+00,7.798740e-01
3250,32.0418,1.233630e+01,6.115310e+00,1.131240e+07,1.189950e+00,1.462790e+00,7.840180e-01
3275,32.0418,1.231580e+01,6.256230e+00,1.146710e+07,1.189590e+00,1.449210e+00,7.881490e-01
3300,32.0418,1.229430e+01,6.403250e+00,1.162530e+07,1.189310e+00,1.435720e+00,7.922680e-01
3325,32.0418,1.227170e+01,6.556520e+00,1.178730e+07,1.189120e+00,1.422320e+00,7.963720e-01
3350,32.0418,1.224810e+01,6.716210e+00,1.195320e+07,1.189030e+00,1.408990e+00,8.004620e-01
3375,32.0418,1.222340e+01,6.882480e+00,1.212310e+07,1.189040e+00,1.395730e+00,8.045370e-01
3400,32.0418,1.219760e+01,7.055500e+00,1.229730e+07,1.189160e+00,1.382540e+00,8.085950e-01
3425,32.0418,1.217060e+01,7.235410e+00,1.247600e+07,1.189370e+00,1.369410e+00,8.126370e-01
3450,32.0418,1.214240e+01,7.422390e+00,1.265920e+07,1.189700e+00,1.356330e+00,8.166600e-01
3475,32.0418,1.211290e+01,7.616580e+00,1.284710e+07,1.190130e+00,1.343300e+00,8.206650e-01
3500,32.0418,1.208210e+01,7.818140e+00,1.304010e+07,1.190680e+00,1.330320e+00,8.246500e-01
3525,32.0418,1.205000e+01,8.027190e+00,1.323810e+07,1.191340e+00,1.317380e+00,8.286130e-01
3550,32.0418,1.201660e+01,8.243860e+00,1.344150e+07,1.192120e+00,1.304480e+00,8.325550e-01
3575,32.0418,1.198180e+01,8.468260e+00,1.365040e+07,1.193020e+00,1.291600e+00,8.364740e-01
3600,32.0418,1.194560e+01,8.700480e+00,1.386500e+07,1.194040e+00,1.278760e+00,8.403680e-01
3625,32.0418,1.190800e+01,8.940570e+00,1.408550e+07,1.195190e+00,1.265930e+00,8.442380e-01
3650,32.0418,1.186880e+01,9.188580e+00,1.431210e+07,1.196460e+00,1.253130e+00,8.480810e-01
3675,32.0418,1.182820e+01,9.444510e+00,1.454500e+07,1.197860e+00,1.240350e+00,8.518970e-01
3700,32.0418,1.178610e+01,9.708320e+00,1.478430e+07,1.199380e+00,1.227580e+00,8.556840e-01
3725,32.0418,1.174240e+01,9.979950e+00,1.503040e+07,1.201040e+00,1.214820e+00,8.594420e-01
3750,32.0418,1.169720e+01,1.025930e+01,1.528340e+07,1.202820e+00,1.202080e+00,8.631700e-01
3775,32.0418,1.165040e+01,1.054610e+01,1.554350e+07,1.204740e+00,1.189340e+00,8.668660e-01
3800,32.0418,1.160210e+01,1.084020e+01,1.581080e+07,1.206780e+00,1.176620e+00,8.705310e-01
3825,32.0418,1.155220e+01,1.114130e+01,1.608550e+07,1.208950e+00,1.163900e+00,8.741640e-01
3850,32.0418,1.150070e+01,1.144910e+01,1.636790e+07,1.211250e+00,1.151180e+00,8.777630e-01
3875,32.0418,1.144760e+01,1.176300e+01,1.665800e+07,1.213670e+00,1.138480e+00,8.813280e-01
3900,32.0418,1.139290e+01,1.208270e+01,1.695610e+07,1.216210e+00,1.125780e+00,8.848600e-01
3925,32.0418,1.133670e+01,1.240760e+01,1.726220e+07,1.218870e+00,1.113090e+00,8.883580e-01
3950,32.0418,1.127900e+01,1.273700e+01,1.757650e+07,1.221650e+00,1.100410e+00,8.918210e-01
3975,32.0418,1.121970e+01,1.307030e+01,1.789910e+07,1.224520e+00,1.087750e+00,8.952500e-01
4000,32.0418,1.115900e+01,1.340670e+01,1.823010e+07,1.227510e+00,1.075100e+00,8.986440e-01
200,56.9792,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,8.824250e+01,8.941740e-02
225,56.9792,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,7.843780e+01,9.938210e-02
250,56.9792,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,7.059400e+01,1.092570e-01
275,56.9792,2.575290e+01,1.430920e+00,-5.837300e+06,1.291370e+00,6.417640e+01,1.190290e-01
300,56.9792,2.575290e+01,1.478320e+00,-5.800950e+06,1.279420e+00,5.882840e+01,1.286830e-01
325,56.9792,2.575290e+01,1.530000e+00,-5.763350e+06,1.267460e+00,5.430310e+01,1.385830e-01
350,56.9792,2.575290e+01,1.584940e+00,-5.724420e+06,1.255820e+00,5.042430e+01,1.484110e-01
375,56.9792,2.575290e+01,1.642350e+00,-5.684090e+06,1.244700e+00,4.706260e+01,1.581570e-01
400,56.9792,2.575280e+01,1.701800e+00,-5.642290e+06,1.234190e+00,4.412100e+01,1.678170e-01
425,56.9792,2.575250e+01,1.763450e+00,-5.598980e+06,1.224280e+00,4.152520e+01,1.773850e-01
450,56.9792,2.575170e+01,1.828300e+00,-5.554090e+06,1.214890e+00,3.921710e+01,1.868590e-01
475,56.9792,2.574990e+01,1.898590e+00,-5.507520e+06,1.205870e+00,3.715040e+01,1.962420e-01
500,56.9792,2.574590e+01,1.978150e+00,-5.459080e+06,1.197070e+00,3.528750e+01,2.055340e-01
525,56.9792,2.573820e+01,2.072700e+00,-5.408490e+06,1.188340e+00,3.359700e+01,2.143740e-01
550,56.9792,2.572380e+01,2.190100e+00,-5.355260e+06,1.179630e+00,3.205200e+01,2.230940e-01
575,56.9792,2.569890e+01,2.340280e+00,-5.298710e+06,1.171060e+00,3.062880e+01,2.317050e-01
600,56.9792,2.565800e+01,2.534850e+00,-5.237870e+06,1.162900e+00,2.930580e+01,2.402230e-01
625,56.9792,2.559400e+01,2.786170e+00,-5.171490e+06,1.155630e+00,2.806330e+01,2.484510e-01
650,56.9792,2.549820e+01,3.105750e+00,-5.098000e+06,1.149790e+00,2.688310e+01,2.566020e-01
675,56.9792,2.536130e+01,3.501880e+00,-5.015560e+06,1.145940e+00,2.574840e+01,2.646930e-01
700,56.9792,2.517370e+01,3.976210e+00,-4.922250e+06,1.144470e+00,2.464510e+01,2.727380e-01
725,56.9792,2.492740e+01,4.519670e+00,-4.816170e+06,1.145520e+00,2.356250e+01,2.807420e-01
750,56.9792,2.461790e+01,5.108180e+00,-4.695880e+06,1.148960e+00,2.249430e+01,2.886980e-01
775,56.9792,2.424660e+01,5.699850e+00,-4.560730e+06,1.154280e+00,2.144030e+01,2.965860e-01
800,56.9792,2.382210e+01,6.236280e+00,-4.411350e+06,1.160710e+00,2.040660e+01,3.043700e-01
825,56.9792,2.336050e+01,6.651360e+00,-4.249930e+06,1.167220e+00,1.940490e+01,3.120050e-01
850,56.9792,2.288420e+01,6.888530e+00,-4.080270e+06,1.172770e+00,1.845010e+01,3.194470e-01
875,56.9792,2.241710e+01,6.922390e+00,-3.907210e+06,1.176590e+00,1.755710e+01,3.266620e-01
900,56.9792,2.198030e+01,6.773910e+00,-3.735690e+06,1.178360e+00,1.673680e+01,3.336350e-01
925,56.9792,2.158750e+01,6.509410e+00,-3.569490e+06,1.178320e+00,1.599350e+01,3.403700e-01
950,56.9792,2.124270e+01,6.223180e+00,-3.410400e+06,1.177130e+00,1.532390e+01,3.468860e-01
975,56.9792,2.094040e+01,6.008770e+00,-3.257730e+06,1.175810e+00,1.471840e+01,3.532110e-01
1000,56.9792,2.066830e+01,5.915570e+00,-3.108920e+06,1.175400e+00,1.416400e+01,3.593820e-01
1025,56.9792,2.041380e+01,5.906240e+00,-2.961230e+06,1.176340e+00,1.364840e+01,3.652320e-01
1050,56.9792,2.017090e+01,5.881900e+00,-2.813740e+06,1.177980e+00,1.316490e+01,3.710010e-01
1075,56.9792,1.994220e+01,5.763630e+00,-2.667940e+06,1.179170e+00,1.271290e+01,3.767150e-01
1100,56.9792,1.973440e+01,5.541670e+00,-2.526440e+06,1.179110e+00,1.229450e+01,3.823810e-01
1125,56.9792,1.955260e+01,5.275560e+00,-2.391230e+06,1.177750e+00,1.191060e+01,3.879950e-01
1150,56.9792,1.939640e+01,5.055250e+00,-2.262270e+06,1.175690e+00,1.155860e+01,3.935420e-01
1175,56.9792,1.925970e+01,4.937530e+00,-2.137590e+06,1.173800e+00,1.123290e+01,3.990170e-01
1200,56.9792,1.913460e+01,4.919700e+00,-2.014560e+06,1.172630e+00,1.092750e+01,4.044160e-01
1225,56.9792,1.901450e+01,4.970000e+00,-1.891040e+06,1.172320e+00,1.063730e+01,4.097450e-01
1250,56.9792,1.889540e+01,5.059170e+00,-1.765740e+06,1.172770e+00,1.035930e+01,4.150110e-01
1275,56.9792,1.877490e+01,5.168560e+00,-1.637920e+06,1.173810e+00,1.009140e+01,4.202190e-01
1300,56.9792,1.865190e+01,5.287660e+00,-1.507230e+06,1.175280e+00,9.832470e+00,4.253760e-01
1325,56.9792,1.852600e+01,5.410810e+00,-1.373500e+06,1.177080e+00,9.581800e+00,4.304870e-01
1350,56.9792,1.839690e+01,5.535100e+00,-1.236680e+06,1.179090e+00,9.338830e+00,4.355550e-01
1375,56.9792,1.826480e+01,5.659280e+00,-1.096750e+06,1.181240e+00,9.103200e+00,4.405860e-01
1400,56.9792,1.812990e+01,5.783260e+00,-9.537180e+05,1.183460e+00,8.874620e+00,4.455820e-01
1425,56.9792,1.799250e+01,5.907820e+00,-8.075820e+05,1.185690e+00,8.652850e+00,4.505480e-01
1450,56.9792,1.785290e+01,6.034510e+00,-6.583090e+05,1.187880e+00,8.437650e+00,4.554880e-01
1475,56.9792,1.771120e+01,6.165590e+00,-5.058200e+05,1.189970e+00,8.228810e+00,4.604050e-01
1500,56.9792,1.756760e+01,6.304010e+00,-3.499690e+05,1.191930e+00,8.026090e+00,4.653020e-01
1525,56.9792,1.742240e+01,6.453380e+00,-1.905280e+05,1.193720e+00,7.829230e+00,4.701840e-01
1550,56.9792,1.727530e+01,6.617970e+00,-2.717290e+04,1.195320e+00,7.637940e+00,4.750540e-01
1575,56.9792,1.712640e+01,6.802610e+00,1.405370e+05,1.196720e+00,7.451920e+00,4.799160e-01
1600,56.9792,1.697540e+01,7.012690e+00,3.131700e+05,1.197920e+00,7.270820e+00,4.847740e-01
1625,56.9792,1.682200e+01,7.253900e+00,4.914310e+05,1.198960e+00,7.094260e+00,4.896330e-01
1650,56.9792,1.666570e+01,7.532080e+00,6.761730e+05,1.199890e+00,6.921850e+00,4.944960e-01
1675,56.9792,1.650590e+01,7.852790e+00,8.683900e+05,1.200770e+00,6.753160e+00,4.993670e-01
1700,56.9792,1.634200e+01,8.220700e+00,1.069210e+06,1.201700e+00,6.587780e+00,5.042520e-01
1725,56.9792,1.617330e+01,8.638750e+00,1.279840e+06,1.202790e+00,6.425280e+00,5.091530e-01
1750,56.9792,1.599920e+01,9.106780e+00,1.501560e+06,1.204150e+00,6.265300e+00,5.140750e-01
1775,56.9792,1.581900e+01,9.619790e+00,1.735560e+06,1.205880e+00,6.107500e+00,5.190190e-01
1800,56.9792,1.563260e+01,1.016560e+01,1.982830e+06,1.208060e+00,5.951690e+00,5.239890e-01
1825,56.9792,1.543990e+01,1.072230e+01,2.243930e+06,1.210700e+00,5.797810e+00,5.289820e-01
1850,56.9792,1.524170e+01,1.125590e+01,2.518750e+06,1.213770e+00,5.646040e+00,5.339980e-01
1875,56.9792,1.503930e+01,1.171980e+01,2.806150e+06,1.217130e+00,5.496790e+00,5.390310e-01
1900,56.9792,1.483510e+01,1.205820e+01,3.103700e+06,1.220550e+00,5.350800e+00,5.440740e-01
1925,56.9792,1.463210e+01,1.221470e+01,3.407540e+06,1.223790e+00,5.209040e+00,5.491170e-01
1950,56.9792,1.443410e+01,1.214750e+01,3.712560e+06,1.226590e+00,5.072680e+00,5.541480e-01
1975,56.9792,1.424510e+01,1.184520e+01,4.012940e+06,1.228780e+00,4.942870e+00,5.591570e-01
2000,56.9792,1.406850e+01,1.133580e+01,4.303080e+06,1.230360e+00,4.820570e+00,5.641360e-01
2025,56.9792,1.390680e+01,1.068050e+01,4.578510e+06,1.231430e+00,4.706350e+00,5.689270e-01
2050,56.9792,1.376130e+01,9.954240e+00,4.836520e+06,1.232160e+00,4.600310e+00,5.736810e-01
2075,56.9792,1.363190e+01,9.224610e+00,5.076200e+06,1.232680e+00,4.502170e+00,5.783980e-01
2100,56.9792,1.351790e+01,8.538580e+00,5.298120e+06,1.233100e+00,4.411340e+00,5.830830e-01
2125,56.9792,1.341770e+01,7.920850e+00,5.503700e+06,1.233420e+00,4.327130e+00,5.877380e-01
2150,56.9792,1.332970e+01,7.379070e+00,5.694790e+06,1.233640e+00,4.248790e+00,5.923680e-01
2175,56.9792,1.325250e+01,6.910680e+00,5.873270e+06,1.233760e+00,4.175620e+00,5.969760e-01
2200,56.9792,1.318460e+01,6.508410e+00,6.040880e+06,1.233780e+00,4.107020e+00,6.015650e-01
2225,56.9792,1.312480e+01,6.163600e+00,6.199170e+06,1.233690e+00,4.042440e+00,6.061350e-01
2250,56.9792,1.307190e+01,5.867940e+00,6.349470e+06,1.233510e+00,3.981410e+00,6.106890e-01
2275,56.9792,1.302500e+01,5.614100e+00,6.492910e+06,1.233240e+00,3.923540e+00,6.152280e-01
2300,56.9792,1.298330e+01,5.395920e+00,6.630470e+06,1.232880e+00,3.868480e+00,6.197530e-01
2325,56.9792,1.294620e+01,5.208270e+00,6.762960e+06,1.232450e+00,3.815950e+00,6.242640e-01
2350,56.9792,1.291310e+01,5.046930e+00,6.891100e+06,1.231940e+00,3.765680e+00,6.287620e-01
2375,56.9792,1.288330e+01,4.908410e+00,7.015500e+06,1.231360e+00,3.717470e+00,6.332480e-01
