edge,phi,f_air,P_atm,T_K,Bc_ss,Bg_ss,hw_ss_MJkg,Bc_Bg0,recession_over_mdote_m3_per_kg
air,,1,1,3350,1.883008e-01,7.532031e-01,8.390312e+00,1.990830e-01,6.513344e-04
air,,1,1,3375,2.028914e-01,8.115655e-01,8.942366e+00,2.039090e-01,7.018034e-04
air,,1,1,3400,2.212739e-01,8.850956e-01,9.569341e+00,2.097030e-01,7.653888e-04
air,,1,1,3425,2.451011e-01,9.804042e-01,1.029350e+01,2.166610e-01,8.478072e-04
air,,1,1,3450,2.768365e-01,1.107346e+00,1.112510e+01,2.250230e-01,9.575804e-04
air,,1,1,3475,3.211223e-01,1.284489e+00,1.211095e+01,2.350790e-01,1.110765e-03
air,,1,1,3500,3.864071e-01,1.545629e+00,1.329456e+01,2.471860e-01,1.336586e-03
air,,1,1,3525,4.898592e-01,1.959437e+00,1.469777e+01,2.617830e-01,1.694428e-03
air,,1,1,3550,6.745639e-01,2.698256e+00,1.636819e+01,2.794180e-01,2.333324e-03
air,,1,1,3575,1.082932e+00,4.331726e+00,1.838032e+01,3.007760e-01,3.745872e-03
air,,1,1,3600,2.515330e+00,1.000000e+01,2.076040e+01,3.267310e-01,8.700553e-03
air,,1,1,3625,3.289530e+00,1.000000e+01,2.154510e+01,3.584030e-01,1.137852e-02
air,,1,1,3650,4.229650e+00,1.000000e+01,2.234720e+01,3.972620e-01,1.463040e-02
air,,1,1,3675,5.382290e+00,1.000000e+01,2.316020e+01,4.452610e-01,1.861740e-02
air,,1,1,3700,6.811200e+00,1.000000e+01,2.397620e+01,5.050640e-01,2.356001e-02
air,,1,1,3725,8.605900e+00,1.000000e+01,2.478550e+01,5.803910e-01,2.976790e-02
air,,1,1,3750,1.089590e+01,1.000000e+01,2.557730e+01,6.766060e-01,3.768903e-02
air,,1,1,3775,1.387560e+01,1.000000e+01,2.633960e+01,8.017320e-01,4.799585e-02
air,,1,1,3800,1.784990e+01,1.000000e+01,2.705960e+01,9.683390e-01,6.174300e-02
air,,1,1,3825,2.332530e+01,1.000000e+01,2.772430e+01,1.197290e+00,8.068246e-02
air,,1,1,3850,3.120570e+01,1.000000e+01,2.832040e+01,1.525910e+00,1.079409e-01
air,,1,1,3875,4.327260e+01,1.000000e+01,2.883480e+01,2.028090e+00,1.496804e-01
air,,1,1,3900,6.357000e+01,1.000000e+01,2.925420e+01,2.873260e+00,2.198893e-01
air,,1,1,3925,1.035960e+02,1.000000e+01,2.956450e+01,4.551670e+00,3.583397e-01
air,,1,1,3950,2.136400e+02,1.000000e+01,2.974930e+01,9.282250e+00,7.389831e-01
air,,1,1,3975,1.000000e+03,1.000000e+01,2.980480e+01,7.056540e+01,3.459011e+00
air,,1,1,4000,1.000000e+03,1.000000e+01,2.998870e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,300,1.579409e-02,6.317637e-02,-1.013136e+01,6.235280e-02,5.463194e-05
hvof_phi0p8,0.8,0,0.01,325,1.617539e-02,6.470157e-02,-1.009296e+01,6.329530e-02,5.595086e-05
hvof_phi0p8,0.8,0,0.01,350,1.666588e-02,6.666353e-02,-1.005110e+01,6.449820e-02,5.764747e-05
hvof_phi0p8,0.8,0,0.01,375,1.726573e-02,6.906292e-02,-1.000551e+01,6.595840e-02,5.972235e-05
hvof_phi0p8,0.8,0,0.01,400,1.799851e-02,7.199403e-02,-9.955784e+00,6.767690e-02,6.225703e-05
hvof_phi0p8,0.8,0,0.01,425,1.880773e-02,7.523091e-02,-9.900358e+00,6.966850e-02,6.505613e-05
hvof_phi0p8,0.8,0,0.01,450,1.976114e-02,7.904458e-02,-9.838443e+00,7.196880e-02,6.835401e-05
hvof_phi0p8,0.8,0,0.01,475,2.085297e-02,8.341189e-02,-9.767650e+00,7.463500e-02,7.213065e-05
hvof_phi0p8,0.8,0,0.01,500,2.210294e-02,8.841177e-02,-9.685148e+00,7.774360e-02,7.645432e-05
hvof_phi0p8,0.8,0,0.01,525,2.353740e-02,9.414959e-02,-9.587592e+00,8.138780e-02,8.141611e-05
hvof_phi0p8,0.8,0,0.01,550,2.521365e-02,1.008546e-01,-9.471286e+00,8.568120e-02,8.721429e-05
hvof_phi0p8,0.8,0,0.01,575,2.715357e-02,1.086143e-01,-9.331272e+00,9.077270e-02,9.392451e-05
hvof_phi0p8,0.8,0,0.01,600,2.948554e-02,1.179422e-01,-9.163658e+00,9.688140e-02,1.019908e-04
hvof_phi0p8,0.8,0,0.01,625,3.234926e-02,1.293970e-01,-8.961164e+00,1.043590e-01,1.118964e-04
hvof_phi0p8,0.8,0,0.01,650,3.600368e-02,1.440147e-01,-8.711905e+00,1.137870e-01,1.245371e-04
hvof_phi0p8,0.8,0,0.01,675,4.088622e-02,1.635449e-01,-8.395925e+00,1.260990e-01,1.414259e-04
hvof_phi0p8,0.8,0,0.01,700,4.763565e-02,1.905426e-01,-7.985637e+00,1.426740e-01,1.647722e-04
hvof_phi0p8,0.8,0,0.01,725,5.719392e-02,2.287757e-01,-7.447691e+00,1.653030e-01,1.978344e-04
hvof_phi0p8,0.8,0,0.01,750,7.068240e-02,2.827296e-01,-6.758066e+00,1.958100e-01,2.444912e-04
hvof_phi0p8,0.8,0,0.01,775,8.890869e-02,3.556348e-01,-5.930470e+00,2.350410e-01,3.075361e-04
hvof_phi0p8,0.8,0,0.01,800,1.112131e-01,4.448526e-01,-5.047718e+00,2.811050e-01,3.846875e-04
hvof_phi0p8,0.8,0,0.01,825,1.344571e-01,5.378283e-01,-4.245324e+00,3.282040e-01,4.650885e-04
hvof_phi0p8,0.8,0,0.01,850,1.543538e-01,6.174151e-01,-3.629112e+00,3.687530e-01,5.339114e-04
hvof_phi0p8,0.8,0,0.01,875,1.685513e-01,6.742050e-01,-3.213245e+00,3.982150e-01,5.830206e-04
hvof_phi0p8,0.8,0,0.01,900,1.774700e-01,7.098799e-01,-2.948084e+00,4.170070e-01,6.138705e-04
hvof_phi0p8,0.8,0,0.01,925,1.827004e-01,7.308018e-01,-2.777805e+00,4.281000e-01,6.319628e-04
hvof_phi0p8,0.8,0,0.01,950,1.856910e-01,7.427641e-01,-2.661351e+00,4.344330e-01,6.423073e-04
hvof_phi0p8,0.8,0,0.01,975,1.874003e-01,7.496013e-01,-2.574678e+00,4.380300e-01,6.482198e-04
hvof_phi0p8,0.8,0,0.01,1000,1.883895e-01,7.535579e-01,-2.504395e+00,4.400930e-01,6.516412e-04
hvof_phi0p8,0.8,0,0.01,1025,1.889724e-01,7.558898e-01,-2.443210e+00,4.412970e-01,6.536577e-04
hvof_phi0p8,0.8,0,0.01,1050,1.893230e-01,7.572919e-01,-2.387148e+00,4.420150e-01,6.548702e-04
hvof_phi0p8,0.8,0,0.01,1075,1.895381e-01,7.581524e-01,-2.334000e+00,4.424510e-01,6.556143e-04
hvof_phi0p8,0.8,0,0.01,1100,1.896728e-01,7.586914e-01,-2.282526e+00,4.427230e-01,6.560804e-04
hvof_phi0p8,0.8,0,0.01,1125,1.897589e-01,7.590354e-01,-2.232000e+00,4.428950e-01,6.563779e-04
hvof_phi0p8,0.8,0,0.01,1150,1.898146e-01,7.592586e-01,-2.182013e+00,4.430070e-01,6.565709e-04
hvof_phi0p8,0.8,0,0.01,1175,1.898516e-01,7.594063e-01,-2.132302e+00,4.430800e-01,6.566986e-04
hvof_phi0p8,0.8,0,0.01,1200,1.898762e-01,7.595050e-01,-2.082717e+00,4.431300e-01,6.567840e-04
hvof_phi0p8,0.8,0,0.01,1225,1.898930e-01,7.595718e-01,-2.033152e+00,4.431630e-01,6.568418e-04
hvof_phi0p8,0.8,0,0.01,1250,1.899048e-01,7.596191e-01,-1.983556e+00,4.431860e-01,6.568827e-04
hvof_phi0p8,0.8,0,0.01,1275,1.899129e-01,7.596517e-01,-1.933878e+00,4.432030e-01,6.569109e-04
hvof_phi0p8,0.8,0,0.01,1300,1.899185e-01,7.596740e-01,-1.884103e+00,4.432140e-01,6.569301e-04
hvof_phi0p8,0.8,0,0.01,1325,1.899228e-01,7.596911e-01,-1.834196e+00,4.432230e-01,6.569449e-04
hvof_phi0p8,0.8,0,0.01,1350,1.899258e-01,7.597031e-01,-1.784161e+00,4.432290e-01,6.569553e-04
hvof_phi0p8,0.8,0,0.01,1375,1.899284e-01,7.597134e-01,-1.733972e+00,4.432340e-01,6.569642e-04
hvof_phi0p8,0.8,0,0.01,1400,1.899301e-01,7.597203e-01,-1.683619e+00,4.432370e-01,6.569701e-04
hvof_phi0p8,0.8,0,0.01,1425,1.899318e-01,7.597271e-01,-1.633084e+00,4.432400e-01,6.569761e-04
hvof_phi0p8,0.8,0,0.01,1450,1.899335e-01,7.597340e-01,-1.582365e+00,4.432420e-01,6.569820e-04
hvof_phi0p8,0.8,0,0.01,1475,1.899350e-01,7.597401e-01,-1.531430e+00,4.432440e-01,6.569873e-04
hvof_phi0p8,0.8,0,0.01,1500,1.899368e-01,7.597470e-01,-1.480262e+00,4.432460e-01,6.569933e-04
hvof_phi0p8,0.8,0,0.01,1525,1.899385e-01,7.597539e-01,-1.428835e+00,4.432480e-01,6.569992e-04
hvof_phi0p8,0.8,0,0.01,1550,1.899409e-01,7.597635e-01,-1.377123e+00,4.432500e-01,6.570075e-04
hvof_phi0p8,0.8,0,0.01,1575,1.899439e-01,7.597755e-01,-1.325073e+00,4.432520e-01,6.570179e-04
hvof_phi0p8,0.8,0,0.01,1600,1.899471e-01,7.597885e-01,-1.272647e+00,4.432550e-01,6.570291e-04
hvof_phi0p8,0.8,0,0.01,1625,1.899517e-01,7.598066e-01,-1.219778e+00,4.432580e-01,6.570448e-04
hvof_phi0p8,0.8,0,0.01,1650,1.899566e-01,7.598265e-01,-1.166415e+00,4.432610e-01,6.570620e-04
hvof_phi0p8,0.8,0,0.01,1675,1.899633e-01,7.598533e-01,-1.112471e+00,4.432650e-01,6.570851e-04
hvof_phi0p8,0.8,0,0.01,1700,1.899715e-01,7.598862e-01,-1.057846e+00,4.432700e-01,6.571136e-04
hvof_phi0p8,0.8,0,0.01,1725,1.899813e-01,7.599253e-01,-1.002442e+00,4.432760e-01,6.571474e-04
hvof_phi0p8,0.8,0,0.01,1750,1.899932e-01,7.599729e-01,-9.461301e-01,4.432840e-01,6.571886e-04
hvof_phi0p8,0.8,0,0.01,1775,1.900075e-01,7.600298e-01,-8.887724e-01,4.432920e-01,6.572378e-04
hvof_phi0p8,0.8,0,0.01,1800,1.900248e-01,7.600991e-01,-8.302033e-01,4.433030e-01,6.572977e-04
hvof_phi0p8,0.8,0,0.01,1825,1.900454e-01,7.601814e-01,-7.702409e-01,4.433150e-01,6.573689e-04
hvof_phi0p8,0.8,0,0.01,1850,1.900696e-01,7.602785e-01,-7.086778e-01,4.433300e-01,6.574529e-04
hvof_phi0p8,0.8,0,0.01,1875,1.900982e-01,7.603928e-01,-6.452815e-01,4.433470e-01,6.575517e-04
hvof_phi0p8,0.8,0,0.01,1900,1.901320e-01,7.605280e-01,-5.797912e-01,4.433670e-01,6.576686e-04
hvof_phi0p8,0.8,0,0.01,1925,1.901716e-01,7.606866e-01,-5.119184e-01,4.433910e-01,6.578058e-04
hvof_phi0p8,0.8,0,0.01,1950,1.902174e-01,7.608696e-01,-4.413461e-01,4.434180e-01,6.579641e-04
hvof_phi0p8,0.8,0,0.01,1975,1.902705e-01,7.610819e-01,-3.677215e-01,4.434500e-01,6.581476e-04
hvof_phi0p8,0.8,0,0.01,2000,1.903315e-01,7.613260e-01,-2.906608e-01,4.434870e-01,6.583587e-04
hvof_phi0p8,0.8,0,0.01,2025,1.904016e-01,7.616062e-01,-2.097440e-01,4.435280e-01,6.586010e-04
hvof_phi0p8,0.8,0,0.01,2050,1.904815e-01,7.619259e-01,-1.245152e-01,4.435760e-01,6.588774e-04
hvof_phi0p8,0.8,0,0.01,2075,1.905725e-01,7.622902e-01,-3.448104e-02,4.436290e-01,6.591925e-04
hvof_phi0p8,0.8,0,0.01,2100,1.906754e-01,7.627016e-01,6.088546e-02,4.436900e-01,6.595482e-04
hvof_phi0p8,0.8,0,0.01,2125,1.907914e-01,7.631658e-01,1.621525e-01,4.437580e-01,6.599496e-04
hvof_phi0p8,0.8,0,0.01,2150,1.909218e-01,7.636870e-01,2.699240e-01,4.438340e-01,6.604004e-04
hvof_phi0p8,0.8,0,0.01,2175,1.910677e-01,7.642707e-01,3.848396e-01,4.439190e-01,6.609051e-04
hvof_phi0p8,0.8,0,0.01,2200,1.912302e-01,7.649209e-01,5.075731e-01,4.440130e-01,6.614674e-04
hvof_phi0p8,0.8,0,0.01,2225,1.914107e-01,7.656426e-01,6.388298e-01,4.441170e-01,6.620915e-04
hvof_phi0p8,0.8,0,0.01,2250,1.916100e-01,7.664401e-01,7.793446e-01,4.442310e-01,6.627811e-04
hvof_phi0p8,0.8,0,0.01,2275,1.918299e-01,7.673194e-01,9.298788e-01,4.443560e-01,6.635415e-04
hvof_phi0p8,0.8,0,0.01,2300,1.920710e-01,7.682840e-01,1.091212e+00,4.444920e-01,6.643756e-04
hvof_phi0p8,0.8,0,0.01,2325,1.923348e-01,7.693394e-01,1.264138e+00,4.446400e-01,6.652883e-04
hvof_phi0p8,0.8,0,0.01,2350,1.926227e-01,7.704909e-01,1.449457e+00,4.448000e-01,6.662841e-04
hvof_phi0p8,0.8,0,0.01,2375,1.929357e-01,7.717428e-01,1.647966e+00,4.449740e-01,6.673666e-04
hvof_phi0p8,0.8,0,0.01,2400,1.932756e-01,7.731026e-01,1.860474e+00,4.451610e-01,6.685425e-04
hvof_phi0p8,0.8,0,0.01,2425,1.936437e-01,7.745747e-01,2.087730e+00,4.453640e-01,6.698156e-04
hvof_phi0p8,0.8,0,0.01,2450,1.940418e-01,7.761672e-01,2.330482e+00,4.455840e-01,6.711926e-04
hvof_phi0p8,0.8,0,0.01,2475,1.944731e-01,7.778924e-01,2.589451e+00,4.458230e-01,6.726845e-04
hvof_phi0p8,0.8,0,0.01,2500,1.949406e-01,7.797626e-01,2.865282e+00,4.460860e-01,6.743018e-04
hvof_phi0p8,0.8,0,0.01,2525,1.954496e-01,7.817983e-01,3.158594e+00,4.463780e-01,6.760622e-04
hvof_phi0p8,0.8,0,0.01,2550,1.960068e-01,7.840273e-01,3.469947e+00,4.467060e-01,6.779897e-04
hvof_phi0p8,0.8,0,0.01,2575,1.966217e-01,7.864870e-01,3.799865e+00,4.470820e-01,6.801167e-04
hvof_phi0p8,0.8,0,0.01,2600,1.973086e-01,7.892342e-01,4.148871e+00,4.475200e-01,6.824924e-04
hvof_phi0p8,0.8,0,0.01,2625,1.980864e-01,7.923457e-01,4.517485e+00,4.480430e-01,6.851830e-04
hvof_phi0p8,0.8,0,0.01,2650,1.989819e-01,7.959275e-01,4.906344e+00,4.486810e-01,6.882804e-04
hvof_phi0p8,0.8,0,0.01,2675,2.000334e-01,8.001336e-01,5.316257e+00,4.494730e-01,6.919177e-04
hvof_phi0p8,0.8,0,0.01,2700,2.012929e-01,8.051717e-01,5.747179e+00,4.504730e-01,6.962744e-04
hvof_phi0p8,0.8,0,0.01,2725,2.028324e-01,8.113297e-01,6.201646e+00,4.517550e-01,7.015996e-04
hvof_phi0p8,0.8,0,0.01,2750,2.047511e-01,8.190045e-01,6.682103e+00,4.534160e-01,7.082363e-04
hvof_phi0p8,0.8,0,0.01,2775,2.071846e-01,8.287384e-01,7.192187e+00,4.555810e-01,7.166537e-04
hvof_phi0p8,0.8,0,0.01,2800,2.103213e-01,8.412851e-01,7.737356e+00,4.584200e-01,7.275036e-04
hvof_phi0p8,0.8,0,0.01,2825,2.144212e-01,8.576849e-01,8.325585e+00,4.621490e-01,7.416853e-04
hvof_phi0p8,0.8,0,0.01,2850,2.198520e-01,8.794080e-01,8.968551e+00,4.670540e-01,7.604704e-04
hvof_phi0p8,0.8,0,0.01,2875,2.271370e-01,9.085481e-01,9.680304e+00,4.735040e-01,7.856694e-04
hvof_phi0p8,0.8,0,0.01,2900,2.370475e-01,9.481901e-01,1.047721e+01,4.819790e-01,8.199499e-04
hvof_phi0p8,0.8,0,0.01,2925,2.507550e-01,1.003020e+00,1.139863e+01,4.931020e-01,8.673642e-04
hvof_phi0p8,0.8,0,0.01,2950,2.701301e-01,1.080520e+00,1.246064e+01,5.076840e-01,9.343828e-04
hvof_phi0p8,0.8,0,0.01,2975,2.983527e-01,1.193411e+00,1.376261e+01,5.267900e-01,1.032005e-03
hvof_phi0p8,0.8,0,0.01,3000,3.413134e-01,1.365254e+00,1.531224e+01,5.518230e-01,1.180607e-03
hvof_phi0p8,0.8,0,0.01,3025,4.113272e-01,1.645309e+00,1.727507e+01,5.846570e-01,1.422785e-03
hvof_phi0p8,0.8,0,0.01,3050,5.392653e-01,2.157061e+00,1.978478e+01,6.278320e-01,1.865325e-03
hvof_phi0p8,0.8,0,0.01,3075,8.309639e-01,3.323856e+00,2.304823e+01,6.848550e-01,2.874313e-03
hvof_phi0p8,0.8,0,0.01,3100,2.048625e+00,8.194498e+00,2.745913e+01,7.606950e-01,7.086214e-03
hvof_phi0p8,0.8,0,0.01,3125,3.968150e+00,1.000000e+01,2.863730e+01,8.626180e-01,1.372587e-02
hvof_phi0p8,0.8,0,0.01,3150,6.210940e+00,1.000000e+01,2.912180e+01,1.001680e+00,2.148371e-02
hvof_phi0p8,0.8,0,0.01,3175,9.351650e+00,1.000000e+01,2.948880e+01,1.195590e+00,3.234746e-02
hvof_phi0p8,0.8,0,0.01,3200,1.388980e+01,1.000000e+01,2.974110e+01,1.474630e+00,4.804497e-02
hvof_phi0p8,0.8,0,0.01,3225,2.075920e+01,1.000000e+01,2.988700e+01,1.895370e+00,7.180630e-02
hvof_phi0p8,0.8,0,0.01,3250,3.193270e+01,1.000000e+01,2.993950e+01,2.577280e+00,1.104556e-01
hvof_phi0p8,0.8,0,0.01,3275,5.243440e+01,1.000000e+01,2.991390e+01,3.824470e+00,1.813712e-01
hvof_phi0p8,0.8,0,0.01,3300,9.996850e+01,1.000000e+01,2.982640e+01,6.708370e+00,3.457921e-01
hvof_phi0p8,0.8,0,0.01,3325,3.134760e+02,1.000000e+01,2.969180e+01,1.963680e+01,1.084317e+00
hvof_phi0p8,0.8,0,0.01,3350,1.000000e+03,1.000000e+01,2.979470e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3375,1.000000e+03,1.000000e+01,3.008270e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3400,1.000000e+03,1.000000e+01,3.039320e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3425,1.000000e+03,1.000000e+01,3.072830e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3450,1.000000e+03,1.000000e+01,3.109030e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3475,1.000000e+03,1.000000e+01,3.148190e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3500,1.000000e+03,1.000000e+01,3.190570e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3525,1.000000e+03,1.000000e+01,3.236460e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3550,1.000000e+03,1.000000e+01,3.286150e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3575,1.000000e+03,1.000000e+01,3.339960e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3600,1.000000e+03,1.000000e+01,3.398210e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3625,1.000000e+03,1.000000e+01,3.461230e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3650,1.000000e+03,1.000000e+01,3.529350e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3675,1.000000e+03,1.000000e+01,3.602880e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3700,1.000000e+03,1.000000e+01,3.682110e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3725,1.000000e+03,1.000000e+01,3.767290e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3750,1.000000e+03,1.000000e+01,3.858610e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3775,1.000000e+03,1.000000e+01,3.956160e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3800,1.000000e+03,1.000000e+01,4.059950e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3825,1.000000e+03,1.000000e+01,4.169810e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3850,1.000000e+03,1.000000e+01,4.285420e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3875,1.000000e+03,1.000000e+01,4.406250e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3900,1.000000e+03,1.000000e+01,4.531570e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3925,1.000000e+03,1.000000e+01,4.660400e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3950,1.000000e+03,1.000000e+01,4.791590e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,3975,1.000000e+03,1.000000e+01,4.923790e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,0.01,4000,1.000000e+03,1.000000e+01,5.055540e+01,2.000000e+02,3.459011e+00
hvof_phi0p8,0.8,0,1,300,1.579308e-02,6.317230e-02,-1.013143e+01,6.234970e-02,5.462842e-05
hvof_phi0p8,0.8,0,1,325,1.617149e-02,6.468596e-02,-1.009321e+01,6.328330e-02,5.593736e-05
hvof_phi0p8,0.8,0,1,350,1.665342e-02,6.661367e-02,-1.005184e+01,6.446010e-02,5.760435e-05
hvof_phi0p8,0.8,0,1,375,1.723201e-02,6.892805e-02,-1.000741e+01,6.585580e-02,5.960572e-05
hvof_phi0p8,0.8,0,1,400,1.791996e-02,7.167984e-02,-9.960452e+00,6.743500e-02,6.198533e-05
hvof_phi0p8,0.8,0,1,425,1.863882e-02,7.455529e-02,-9.910481e+00,6.915890e-02,6.447188e-05
hvof_phi0p8,0.8,0,1,450,1.943755e-02,7.775019e-02,-9.858574e+00,7.099110e-02,6.723469e-05
hvof_phi0p8,0.8,0,1,475,2.028110e-02,8.112441e-02,-9.804661e+00,7.290230e-02,7.015255e-05
hvof_phi0p8,0.8,0,1,500,2.115848e-02,8.463394e-02,-9.748739e+00,7.487210e-02,7.318743e-05
hvof_phi0p8,0.8,0,1,525,2.206149e-02,8.824594e-02,-9.690611e+00,7.689020e-02,7.631092e-05
hvof_phi0p8,0.8,0,1,550,2.298531e-02,9.194124e-02,-9.629891e+00,7.895710e-02,7.950643e-05
hvof_phi0p8,0.8,0,1,575,2.392910e-02,9.571641e-02,-9.565892e+00,8.108570e-02,8.277102e-05
hvof_phi0p8,0.8,0,1,600,2.489736e-02,9.958943e-02,-9.497625e+00,8.330420e-02,8.612023e-05
hvof_phi0p8,0.8,0,1,625,2.591604e-02,1.036642e-01,-9.423211e+00,8.566090e-02,8.964387e-05
hvof_phi0p8,0.8,0,1,650,2.699509e-02,1.079804e-01,-9.341137e+00,8.823170e-02,9.337631e-05
hvof_phi0p8,0.8,0,1,675,2.816993e-02,1.126797e-01,-9.248790e+00,9.112970e-02,9.744007e-05
hvof_phi0p8,0.8,0,1,700,2.949752e-02,1.179901e-01,-9.142540e+00,9.451650e-02,1.020322e-04
hvof_phi0p8,0.8,0,1,725,3.106091e-02,1.242436e-01,-9.017554e+00,9.861570e-02,1.074400e-04
hvof_phi0p8,0.8,0,1,750,3.297569e-02,1.319028e-01,-8.867535e+00,1.037260e-01,1.140633e-04
hvof_phi0p8,0.8,0,1,775,3.539734e-02,1.415894e-01,-8.684500e+00,1.102320e-01,1.224398e-04
hvof_phi0p8,0.8,0,1,800,3.854050e-02,1.541620e-01,-8.458392e+00,1.186120e-01,1.333120e-04
hvof_phi0p8,0.8,0,1,825,4.267902e-02,1.707161e-01,-8.177719e+00,1.294320e-01,1.476272e-04
hvof_phi0p8,0.8,0,1,850,4.809616e-02,1.923847e-01,-7.831762e+00,1.433190e-01,1.663651e-04
hvof_phi0p8,0.8,0,1,875,5.518151e-02,2.207261e-01,-7.410009e+00,1.608960e-01,1.908734e-04
hvof_phi0p8,0.8,0,1,900,6.427390e-02,2.570956e-01,-6.908475e+00,1.826530e-01,2.223241e-04
hvof_phi0p8,0.8,0,1,925,7.564058e-02,3.025623e-01,-6.333360e+00,2.087400e-01,2.616416e-04
hvof_phi0p8,0.8,0,1,950,8.923955e-02,3.569582e-01,-5.706622e+00,2.386900e-01,3.086806e-04
hvof_phi0p8,0.8,0,1,975,1.045547e-01,4.182187e-01,-5.065701e+00,2.711960e-01,3.616558e-04
hvof_phi0p8,0.8,0,1,1000,1.205412e-01,4.821649e-01,-4.456455e+00,3.041440e-01,4.169534e-04
hvof_phi0p8,0.8,0,1,1025,1.358451e-01,5.433803e-01,-3.918436e+00,3.350750e-01,4.698895e-04
hvof_phi0p8,0.8,0,1,1050,1.492775e-01,5.971101e-01,-3.471775e+00,3.619460e-01,5.163526e-04
hvof_phi0p8,0.8,0,1,1075,1.602167e-01,6.408668e-01,-3.119036e+00,3.837100e-01,5.541913e-04
hvof_phi0p8,0.8,0,1,1100,1.686063e-01,6.744252e-01,-2.846296e+00,4.003710e-01,5.832110e-04
hvof_phi0p8,0.8,0,1,1125,1.747812e-01,6.991248e-01,-2.636566e+00,4.126200e-01,6.045701e-04
hvof_phi0p8,0.8,0,1,1150,1.792117e-01,7.168469e-01,-2.474158e+00,4.213990e-01,6.198953e-04
hvof_phi0p8,0.8,0,1,1175,1.823446e-01,7.293785e-01,-2.344975e+00,4.276080e-01,6.307320e-04
hvof_phi0p8,0.8,0,1,1200,1.845475e-01,7.381901e-01,-2.239066e+00,4.319780e-01,6.383518e-04
hvof_phi0p8,0.8,0,1,1225,1.860952e-01,7.443808e-01,-2.149343e+00,4.350580e-01,6.437053e-04
hvof_phi0p8,0.8,0,1,1250,1.871864e-01,7.487455e-01,-2.070875e+00,4.372390e-01,6.474797e-04
hvof_phi0p8,0.8,0,1,1275,1.879593e-01,7.518373e-01,-2.000251e+00,4.387960e-01,6.501533e-04
hvof_phi0p8,0.8,0,1,1300,1.885102e-01,7.540408e-01,-1.935121e+00,4.399160e-01,6.520588e-04
hvof_phi0p8,0.8,0,1,1325,1.889052e-01,7.556208e-01,-1.873855e+00,4.407310e-01,6.534251e-04
hvof_phi0p8,0.8,0,1,1350,1.891907e-01,7.567629e-01,-1.815332e+00,4.413280e-01,6.544127e-04
hvof_phi0p8,0.8,0,1,1375,1.893979e-01,7.575917e-01,-1.758766e+00,4.417700e-01,6.551295e-04
hvof_phi0p8,0.8,0,1,1400,1.895495e-01,7.581979e-01,-1.703584e+00,4.421010e-01,6.556537e-04
hvof_phi0p8,0.8,0,1,1425,1.896611e-01,7.586445e-01,-1.649401e+00,4.423510e-01,6.560398e-04
hvof_phi0p8,0.8,0,1,1450,1.897436e-01,7.589743e-01,-1.595926e+00,4.425410e-01,6.563251e-04
hvof_phi0p8,0.8,0,1,1475,1.898048e-01,7.592190e-01,-1.542942e+00,4.426870e-01,6.565367e-04
hvof_phi0p8,0.8,0,1,1500,1.898507e-01,7.594030e-01,-1.490310e+00,4.428000e-01,6.566958e-04
hvof_phi0p8,0.8,0,1,1525,1.898856e-01,7.595423e-01,-1.437898e+00,4.428890e-01,6.568163e-04
hvof_phi0p8,0.8,0,1,1550,1.899120e-01,7.596480e-01,-1.385633e+00,4.429590e-01,6.569077e-04
