Tw_K,P_bar,O2_C2H2,f_air,Bg,Bc
4850,5.69792,1.3,0,0,2.000000e+02
4875,5.69792,1.3,0,0,2.000000e+02
4900,5.69792,1.3,0,0,2.000000e+02
4925,5.69792,1.3,0,0,2.000000e+02
4950,5.69792,1.3,0,0,2.000000e+02
4975,5.69792,1.3,0,0,2.000000e+02
5000,5.69792,1.3,0,0,2.000000e+02
300,10.1325,1.3,0,0,0.000000e+00
325,10.1325,1.3,0,0,0.000000e+00
350,10.1325,1.3,0,0,0.000000e+00
375,10.1325,1.3,0,0,0.000000e+00
400,10.1325,1.3,0,0,0.000000e+00
425,10.1325,1.3,0,0,0.000000e+00
450,10.1325,1.3,0,0,0.000000e+00
475,10.1325,1.3,0,0,0.000000e+00
500,10.1325,1.3,0,0,0.000000e+00
525,10.1325,1.3,0,0,0.000000e+00
550,10.1325,1.3,0,0,0.000000e+00
575,10.1325,1.3,0,0,0.000000e+00
600,10.1325,1.3,0,0,0.000000e+00
625,10.1325,1.3,0,0,0.000000e+00
650,10.1325,1.3,0,0,0.000000e+00
675,10.1325,1.3,0,0,0.000000e+00
700,10.1325,1.3,0,0,0.000000e+00
725,10.1325,1.3,0,0,0.000000e+00
750,10.1325,1.3,0,0,0.000000e+00
775,10.1325,1.3,0,0,0.000000e+00
800,10.1325,1.3,0,0,0.000000e+00
825,10.1325,1.3,0,0,0.000000e+00
850,10.1325,1.3,0,0,0.000000e+00
875,10.1325,1.3,0,0,0.000000e+00
900,10.1325,1.3,0,0,0.000000e+00
925,10.1325,1.3,0,0,0.000000e+00
950,10.1325,1.3,0,0,0.000000e+00
975,10.1325,1.3,0,0,0.000000e+00
1000,10.1325,1.3,0,0,0.000000e+00
1025,10.1325,1.3,0,0,0.000000e+00
1050,10.1325,1.3,0,0,0.000000e+00
1075,10.1325,1.3,0,0,0.000000e+00
1100,10.1325,1.3,0,0,0.000000e+00
1125,10.1325,1.3,0,0,0.000000e+00
1150,10.1325,1.3,0,0,1.471600e-02
1175,10.1325,1.3,0,0,3.209740e-02
1200,10.1325,1.3,0,0,4.721660e-02
1225,10.1325,1.3,0,0,5.988080e-02
1250,10.1325,1.3,0,0,7.016980e-02
1275,10.1325,1.3,0,0,7.833900e-02
1300,10.1325,1.3,0,0,8.472140e-02
1325,10.1325,1.3,0,0,8.965690e-02
1350,10.1325,1.3,0,0,9.345170e-02
1375,10.1325,1.3,0,0,9.636310e-02
1400,10.1325,1.3,0,0,9.859750e-02
1425,10.1325,1.3,0,0,1.003160e-01
1450,10.1325,1.3,0,0,1.016420e-01
1475,10.1325,1.3,0,0,1.026700e-01
1500,10.1325,1.3,0,0,1.034700e-01
1525,10.1325,1.3,0,0,1.040960e-01
1550,10.1325,1.3,0,0,1.045890e-01
1575,10.1325,1.3,0,0,1.049780e-01
1600,10.1325,1.3,0,0,1.052890e-01
1625,10.1325,1.3,0,0,1.055370e-01
1650,10.1325,1.3,0,0,1.057370e-01
1675,10.1325,1.3,0,0,1.059000e-01
1700,10.1325,1.3,0,0,1.060330e-01
1725,10.1325,1.3,0,0,1.061430e-01
1750,10.1325,1.3,0,0,1.062350e-01
1775,10.1325,1.3,0,0,1.063140e-01
1800,10.1325,1.3,0,0,1.063820e-01
1825,10.1325,1.3,0,0,1.064420e-01
1850,10.1325,1.3,0,0,1.064970e-01
1875,10.1325,1.3,0,0,1.065480e-01
1900,10.1325,1.3,0,0,1.065970e-01
1925,10.1325,1.3,0,0,1.066450e-01
1950,10.1325,1.3,0,0,1.066940e-01
1975,10.1325,1.3,0,0,1.067460e-01
2000,10.1325,1.3,0,0,1.068000e-01
2025,10.1325,1.3,0,0,1.068590e-01
2050,10.1325,1.3,0,0,1.069230e-01
2075,10.1325,1.3,0,0,1.069940e-01
2100,10.1325,1.3,0,0,1.070720e-01
2125,10.1325,1.3,0,0,1.071590e-01
2150,10.1325,1.3,0,0,1.072560e-01
2175,10.1325,1.3,0,0,1.073630e-01
2200,10.1325,1.3,0,0,1.074840e-01
2225,10.1325,1.3,0,0,1.076170e-01
2250,10.1325,1.3,0,0,1.077660e-01
2275,10.1325,1.3,0,0,1.079300e-01
2300,10.1325,1.3,0,0,1.081130e-01
2325,10.1325,1.3,0,0,1.083150e-01
2350,10.1325,1.3,0,0,1.085370e-01
2375,10.1325,1.3,0,0,1.087820e-01
2400,10.1325,1.3,0,0,1.090510e-01
2425,10.1325,1.3,0,0,1.093460e-01
2450,10.1325,1.3,0,0,1.096690e-01
2475,10.1325,1.3,0,0,1.100210e-01
2500,10.1325,1.3,0,0,1.104040e-01
2525,10.1325,1.3,0,0,1.108200e-01
2550,10.1325,1.3,0,0,1.112720e-01
2575,10.1325,1.3,0,0,1.117610e-01
2600,10.1325,1.3,0,0,1.122890e-01
2625,10.1325,1.3,0,0,1.128590e-01
2650,10.1325,1.3,0,0,1.134730e-01
2675,10.1325,1.3,0,0,1.141320e-01
2700,10.1325,1.3,0,0,1.148390e-01
2725,10.1325,1.3,0,0,1.155970e-01
2750,10.1325,1.3,0,0,1.164070e-01
2775,10.1325,1.3,0,0,1.172710e-01
2800,10.1325,1.3,0,0,1.181930e-01
2825,10.1325,1.3,0,0,1.191740e-01
2850,10.1325,1.3,0,0,1.202170e-01
2875,10.1325,1.3,0,0,1.213240e-01
2900,10.1325,1.3,0,0,1.224980e-01
2925,10.1325,1.3,0,0,1.237400e-01
2950,10.1325,1.3,0,0,1.250550e-01
2975,10.1325,1.3,0,0,1.264440e-01
3000,10.1325,1.3,0,0,1.279110e-01
3025,10.1325,1.3,0,0,1.294580e-01
3050,10.1325,1.3,0,0,1.310880e-01
3075,10.1325,1.3,0,0,1.328060e-01
3100,10.1325,1.3,0,0,1.346150e-01
3125,10.1325,1.3,0,0,1.365180e-01
3150,10.1325,1.3,0,0,1.385210e-01
3175,10.1325,1.3,0,0,1.406300e-01
3200,10.1325,1.3,0,0,1.428490e-01
3225,10.1325,1.3,0,0,1.451860e-01
3250,10.1325,1.3,0,0,1.476490e-01
3275,10.1325,1.3,0,0,1.502470e-01
3300,10.1325,1.3,0,0,1.529910e-01
3325,10.1325,1.3,0,0,1.558920e-01
3350,10.1325,1.3,0,0,1.589650e-01
3375,10.1325,1.3,0,0,1.622280e-01
3400,10.1325,1.3,0,0,1.657000e-01
3425,10.1325,1.3,0,0,1.694040e-01
3450,10.1325,1.3,0,0,1.733680e-01
3475,10.1325,1.3,0,0,1.776230e-01
3500,10.1325,1.3,0,0,1.822080e-01
3525,10.1325,1.3,0,0,1.871670e-01
3550,10.1325,1.3,0,0,1.925500e-01
3575,10.1325,1.3,0,0,1.984200e-01
3600,10.1325,1.3,0,0,2.048460e-01
3625,10.1325,1.3,0,0,2.119140e-01
3650,10.1325,1.3,0,0,2.197210e-01
3675,10.1325,1.3,0,0,2.283830e-01
3700,10.1325,1.3,0,0,2.380360e-01
3725,10.1325,1.3,0,0,2.488400e-01
3750,10.1325,1.3,0,0,2.609850e-01
3775,10.1325,1.3,0,0,2.746960e-01
3800,10.1325,1.3,0,0,2.902390e-01
3825,10.1325,1.3,0,0,3.079310e-01
3850,10.1325,1.3,0,0,3.281560e-01
3875,10.1325,1.3,0,0,3.513710e-01
3900,10.1325,1.3,0,0,3.781340e-01
3925,10.1325,1.3,0,0,4.091260e-01
3950,10.1325,1.3,0,0,4.451850e-01
3975,10.1325,1.3,0,0,4.873560e-01
4000,10.1325,1.3,0,0,5.369510e-01
4025,10.1325,1.3,0,0,5.956460e-01
4050,10.1325,1.3,0,0,6.656110e-01
4075,10.1325,1.3,0,0,7.497010e-01
4100,10.1325,1.3,0,0,8.517560e-01
4125,10.1325,1.3,0,0,9.770550e-01
4150,10.1325,1.3,0,0,1.133060e+00
4175,10.1325,1.3,0,0,1.330680e+00
4200,10.1325,1.3,0,0,1.586490e+00
4225,10.1325,1.3,0,0,1.926960e+00
4250,10.1325,1.3,0,0,2.397060e+00
4275,10.1325,1.3,0,0,3.079810e+00
4300,10.1325,1.3,0,0,4.147000e+00
4325,10.1325,1.3,0,0,6.020020e+00
4350,10.1325,1.3,0,0,1.007800e+01
4375,10.1325,1.3,0,0,2.490990e+01
4400,10.1325,1.3,0,0,2.000000e+02
4425,10.1325,1.3,0,0,2.000000e+02
4450,10.1325,1.3,0,0,2.000000e+02
4475,10.1325,1.3,0,0,2.000000e+02
4500,10.1325,1.3,0,0,2.000000e+02
4525,10.1325,1.3,0,0,2.000000e+02
4550,10.1325,1.3,0,0,2.000000e+02
4575,10.1325,1.3,0,0,2.000000e+02
4600,10.1325,1.3,0,0,2.000000e+02
4625,10.1325,1.3,0,0,2.000000e+02
4650,10.1325,1.3,0,0,2.000000e+02
4675,10.1325,1.3,0,0,2.000000e+02
4700,10.1325,1.3,0,0,2.000000e+02
4725,10.1325,1.3,0,0,2.000000e+02
4750,10.1325,1.3,0,0,2.000000e+02
4775,10.1325,1.3,0,0,2.000000e+02
4800,10.1325,1.3,0,0,2.000000e+02
4825,10.1325,1.3,0,0,2.000000e+02
4850,10.1325,1.3,0,0,2.000000e+02
4875,10.1325,1.3,0,0,2.000000e+02
4900,10.1325,1.3,0,0,2.000000e+02
4925,10.1325,1.3,0,0,2.000000e+02
4950,10.1325,1.3,0,0,2.000000e+02
4975,10.1325,1.3,0,0,2.000000e+02
5000,10.1325,1.3,0,0,2.000000e+02
300,18.0184,1.3,0,0,0.000000e+00
325,18.0184,1.3,0,0,0.000000e+00
350,18.0184,1.3,0,0,0.000000e+00
375,18.0184,1.3,0,0,0.000000e+00
400,18.0184,1.3,0,0,0.000000e+00
425,18.0184,1.3,0,0,0.000000e+00
450,18.0184,1.3,0,0,0.000000e+00
475,18.0184,1.3,0,0,0.000000e+00
500,18.0184,1.3,0,0,0.000000e+00
525,18.0184,1.3,0,0,0.000000e+00
550,18.0184,1.3,0,0,0.000000e+00
575,18.0184,1.3,0,0,0.000000e+00
600,18.0184,1.3,0,0,0.000000e+00
625,18.0184,1.3,0,0,0.000000e+00
650,18.0184,1.3,0,0,0.000000e+00
675,18.0184,1.3,0,0,0.000000e+00
700,18.0184,1.3,0,0,0.000000e+00
725,18.0184,1.3,0,0,0.000000e+00
750,18.0184,1.3,0,0,0.000000e+00
775,18.0184,1.3,0,0,0.000000e+00
800,18.0184,1.3,0,0,0.000000e+00
825,18.0184,1.3,0,0,0.000000e+00
850,18.0184,1.3,0,0,0.000000e+00
875,18.0184,1.3,0,0,0.000000e+00
900,18.0184,1.3,0,0,0.000000e+00
925,18.0184,1.3,0,0,0.000000e+00
950,18.0184,1.3,0,0,0.000000e+00
975,18.0184,1.3,0,0,0.000000e+00
1000,18.0184,1.3,0,0,0.000000e+00
1025,18.0184,1.3,0,0,0.000000e+00
1050,18.0184,1.3,0,0,0.000000e+00
1075,18.0184,1.3,0,0,0.000000e+00
1100,18.0184,1.3,0,0,0.000000e+00
1125,18.0184,1.3,0,0,0.000000e+00
1150,18.0184,1.3,0,0,0.000000e+00
1175,18.0184,1.3,0,0,4.470470e-03
1200,18.0184,1.3,0,0,2.169850e-02
1225,18.0184,1.3,0,0,3.718980e-02
1250,18.0184,1.3,0,0,5.062510e-02
1275,18.0184,1.3,0,0,6.192400e-02
1300,18.0184,1.3,0,0,7.119370e-02
1325,18.0184,1.3,0,0,7.865750e-02
1350,18.0184,1.3,0,0,8.458760e-02
1375,18.0184,1.3,0,0,8.925850e-02
1400,18.0184,1.3,0,0,9.291880e-02
1425,18.0184,1.3,0,0,9.578100e-02
1450,18.0184,1.3,0,0,9.801880e-02
1475,18.0184,1.3,0,0,9.977100e-02
1500,18.0184,1.3,0,0,1.011460e-01
1525,18.0184,1.3,0,0,1.022300e-01
1550,18.0184,1.3,0,0,1.030860e-01
1575,18.0184,1.3,0,0,1.037660e-01
1600,18.0184,1.3,0,0,1.043090e-01
1625,18.0184,1.3,0,0,1.047430e-01
1650,18.0184,1.3,0,0,1.050940e-01
1675,18.0184,1.3,0,0,1.053780e-01
1700,18.0184,1.3,0,0,1.056090e-01
1725,18.0184,1.3,0,0,1.057990e-01
1750,18.0184,1.3,0,0,1.059570e-01
1775,18.0184,1.3,0,0,1.060890e-01
1800,18.0184,1.3,0,0,1.062000e-01
1825,18.0184,1.3,0,0,1.062970e-01
1850,18.0184,1.3,0,0,1.063810e-01
1875,18.0184,1.3,0,0,1.064560e-01
1900,18.0184,1.3,0,0,1.065260e-01
1925,18.0184,1.3,0,0,1.065910e-01
1950,18.0184,1.3,0,0,1.066540e-01
1975,18.0184,1.3,0,0,1.067170e-01
2000,18.0184,1.3,0,0,1.067810e-01
2025,18.0184,1.3,0,0,1.068480e-01
2050,18.0184,1.3,0,0,1.069180e-01
2075,18.0184,1.3,0,0,1.069950e-01
2100,18.0184,1.3,0,0,1.070770e-01
2125,18.0184,1.3,0,0,1.071680e-01
2150,18.0184,1.3,0,0,1.072680e-01
2175,18.0184,1.3,0,0,1.073780e-01
2200,18.0184,1.3,0,0,1.075000e-01
2225,18.0184,1.3,0,0,1.076350e-01
2250,18.0184,1.3,0,0,1.077850e-01
2275,18.0184,1.3,0,0,1.079510e-01
2300,18.0184,1.3,0,0,1.081350e-01
2325,18.0184,1.3,0,0,1.083370e-01
2350,18.0184,1.3,0,0,1.085600e-01
2375,18.0184,1.3,0,0,1.088060e-01
2400,18.0184,1.3,0,0,1.090750e-01
2425,18.0184,1.3,0,0,1.093710e-01
2450,18.0184,1.3,0,0,1.096940e-01
2475,18.0184,1.3,0,0,1.100460e-01
2500,18.0184,1.3,0,0,1.104300e-01
2525,18.0184,1.3,0,0,1.108480e-01
2550,18.0184,1.3,0,0,1.113010e-01
2575,18.0184,1.3,0,0,1.117910e-01
2600,18.0184,1.3,0,0,1.123210e-01
2625,18.0184,1.3,0,0,1.128930e-01
2650,18.0184,1.3,0,0,1.135090e-01
2675,18.0184,1.3,0,0,1.141710e-01
2700,18.0184,1.3,0,0,1.148820e-01
2725,18.0184,1.3,0,0,1.156440e-01
2750,18.0184,1.3,0,0,1.164580e-01
2775,18.0184,1.3,0,0,1.173280e-01
2800,18.0184,1.3,0,0,1.182560e-01
2825,18.0184,1.3,0,0,1.192440e-01
2850,18.0184,1.3,0,0,1.202940e-01
2875,18.0184,1.3,0,0,1.214100e-01
2900,18.0184,1.3,0,0,1.225930e-01
2925,18.0184,1.3,0,0,1.238460e-01
2950,18.0184,1.3,0,0,1.251710e-01
2975,18.0184,1.3,0,0,1.265710e-01
3000,18.0184,1.3,0,0,1.280490e-01
3025,18.0184,1.3,0,0,1.296080e-01
3050,18.0184,1.3,0,0,1.312490e-01
3075,18.0184,1.3,0,0,1.329770e-01
3100,18.0184,1.3,0,0,1.347930e-01
3125,18.0184,1.3,0,0,1.367020e-01
3150,18.0184,1.3,0,0,1.387070e-01
3175,18.0184,1.3,0,0,1.408120e-01
3200,18.0184,1.3,0,0,1.430200e-01
3225,18.0184,1.3,0,0,1.453370e-01
3250,18.0184,1.3,0,0,1.477680e-01
3275,18.0184,1.3,0,0,1.503180e-01
3300,18.0184,1.3,0,0,1.529940e-01
3325,18.0184,1.3,0,0,1.558040e-01
3350,18.0184,1.3,0,0,1.587560e-01
3375,18.0184,1.3,0,0,1.618600e-01
3400,18.0184,1.3,0,0,1.651280e-01
3425,18.0184,1.3,0,0,1.685730e-01
3450,18.0184,1.3,0,0,1.722100e-01
3475,18.0184,1.3,0,0,1.760570e-01
3500,18.0184,1.3,0,0,1.801350e-01
3525,18.0184,1.3,0,0,1.844690e-01
3550,18.0184,1.3,0,0,1.890870e-01
3575,18.0184,1.3,0,0,1.940220e-01
3600,18.0184,1.3,0,0,1.993120e-01
3625,18.0184,1.3,0,0,2.050020e-01
3650,18.0184,1.3,0,0,2.111460e-01
3675,18.0184,1.3,0,0,2.178030e-01
3700,18.0184,1.3,0,0,2.250440e-01
3725,18.0184,1.3,0,0,2.329540e-01
3750,18.0184,1.3,0,0,2.416300e-01
3775,18.0184,1.3,0,0,2.511840e-01
3800,18.0184,1.3,0,0,2.617490e-01
3825,18.0184,1.3,0,0,2.734820e-01
3850,18.0184,1.3,0,0,2.865660e-01
3875,18.0184,1.3,0,0,3.012170e-01
3900,18.0184,1.3,0,0,3.176890e-01
3925,18.0184,1.3,0,0,3.362870e-01
3950,18.0184,1.3,0,0,3.573710e-01
3975,18.0184,1.3,0,0,3.813740e-01
4000,18.0184,1.3,0,0,4.088180e-01
4025,18.0184,1.3,0,0,4.403390e-01
4050,18.0184,1.3,0,0,4.767120e-01
4075,18.0184,1.3,0,0,5.188970e-01
4100,18.0184,1.3,0,0,5.680930e-01
4125,18.0184,1.3,0,0,6.258170e-01
4150,18.0184,1.3,0,0,6.940110e-01
4175,18.0184,1.3,0,0,7.752080e-01
4200,18.0184,1.3,0,0,8.727650e-01
4225,18.0184,1.3,0,0,9.912340e-01
4250,18.0184,1.3,0,0,1.136940e+00
4275,18.0184,1.3,0,0,1.318920e+00
4300,18.0184,1.3,0,0,1.550570e+00
4325,18.0184,1.3,0,0,1.852620e+00
4350,18.0184,1.3,0,0,2.258840e+00
4375,18.0184,1.3,0,0,2.828300e+00
4400,18.0184,1.3,0,0,3.674160e+00
4425,18.0184,1.3,0,0,5.043590e+00
4450,18.0184,1.3,0,0,7.597630e+00
4475,18.0184,1.3,0,0,1.389020e+01
4500,18.0184,1.3,0,0,5.190590e+01
4525,18.0184,1.3,0,0,2.000000e+02
4550,18.0184,1.3,0,0,2.000000e+02
4575,18.0184,1.3,0,0,2.000000e+02
4600,18.0184,1.3,0,0,2.000000e+02
4625,18.0184,1.3,0,0,2.000000e+02
4650,18.0184,1.3,0,0,2.000000e+02
4675,18.0184,1.3,0,0,2.000000e+02
4700,18.0184,1.3,0,0,2.000000e+02
4725,18.0184,1.3,0,0,2.000000e+02
4750,18.0184,1.3,0,0,2.000000e+02
4775,18.0184,1.3,0,0,2.000000e+02
4800,18.0184,1.3,0,0,2.000000e+02
4825,18.0184,1.3,0,0,2.000000e+02
4850,18.0184,1.3,0,0,2.000000e+02
4875,18.0184,1.3,0,0,2.000000e+02
4900,18.0184,1.3,0,0,2.000000e+02
4925,18.0184,1.3,0,0,2.000000e+02
4950,18.0184,1.3,0,0,2.000000e+02
4975,18.0184,1.3,0,0,2.000000e+02
5000,18.0184,1.3,0,0,2.000000e+02
300,32.0418,1.3,0,0,0.000000e+00
325,32.0418,1.3,0,0,0.000000e+00
350,32.0418,1.3,0,0,0.000000e+00
375,32.0418,1.3,0,0,0.000000e+00
400,32.0418,1.3,0,0,0.000000e+00
425,32.0418,1.3,0,0,0.000000e+00
450,32.0418,1.3,0,0,0.000000e+00
475,32.0418,1.3,0,0,0.000000e+00
500,32.0418,1.3,0,0,0.000000e+00
525,32.0418,1.3,0,0,0.000000e+00
550,32.0418,1.3,0,0,0.000000e+00
575,32.0418,1.3,0,0,0.000000e+00
600,32.0418,1.3,0,0,0.000000e+00
625,32.0418,1.3,0,0,0.000000e+00
650,32.0418,1.3,0,0,0.000000e+00
675,32.0418,1.3,0,0,0.000000e+00
700,32.0418,1.3,0,0,0.000000e+00
725,32.0418,1.3,0,0,0.000000e+00
750,32.0418,1.3,0,0,0.000000e+00
775,32.0418,1.3,0,0,0.000000e+00
800,32.0418,1.3,0,0,0.000000e+00
825,32.0418,1.3,0,0,0.000000e+00
850,32.0418,1.3,0,0,0.000000e+00
875,32.0418,1.3,0,0,0.000000e+00
900,32.0418,1.3,0,0,0.000000e+00
925,32.0418,1.3,0,0,0.000000e+00
950,32.0418,1.3,0,0,0.000000e+00
975,32.0418,1.3,0,0,0.000000e+00
1000,32.0418,1.3,0,0,0.000000e+00
1025,32.0418,1.3,0,0,0.000000e+00
1050,32.0418,1.3,0,0,0.000000e+00
1075,32.0418,1.3,0,0,0.000000e+00
1100,32.0418,1.3,0,0,0.000000e+00
1125,32.0418,1.3,0,0,0.000000e+00
1150,32.0418,1.3,0,0,0.000000e+00
1175,32.0418,1.3,0,0,0.000000e+00
1200,32.0418,1.3,0,0,0.000000e+00
1225,32.0418,1.3,0,0,1.033890e-02
1250,32.0418,1.3,0,0,2.593140e-02
1275,32.0418,1.3,0,0,3.992320e-02
1300,32.0418,1.3,0,0,5.210610e-02
1325,32.0418,1.3,0,0,6.244560e-02
1350,32.0418,1.3,0,0,7.104050e-02
1375,32.0418,1.3,0,0,7.807220e-02
1400,32.0418,1.3,0,0,8.375860e-02
1425,32.0418,1.3,0,0,8.832070e-02
1450,32.0418,1.3,0,0,9.196290e-02
1475,32.0418,1.3,0,0,9.486330e-02
1500,32.0418,1.3,0,0,9.717140e-02
1525,32.0418,1.3,0,0,9.900920e-02
1550,32.0418,1.3,0,0,1.004750e-01
1575,32.0418,1.3,0,0,1.016470e-01
1600,32.0418,1.3,0,0,1.025870e-01
1625,32.0418,1.3,0,0,1.033440e-01
1650,32.0418,1.3,0,0,1.039550e-01
1675,32.0418,1.3,0,0,1.044500e-01
1700,32.0418,1.3,0,0,1.048540e-01
1725,32.0418,1.3,0,0,1.051850e-01
1750,32.0418,1.3,0,0,1.054580e-01
1775,32.0418,1.3,0,0,1.056850e-01
1800,32.0418,1.3,0,0,1.058740e-01
1825,32.0418,1.3,0,0,1.060340e-01
1850,32.0418,1.3,0,0,1.061720e-01
1875,32.0418,1.3,0,0,1.062910e-01
1900,32.0418,1.3,0,0,1.063960e-01
1925,32.0418,1.3,0,0,1.064920e-01
1950,32.0418,1.3,0,0,1.065800e-01
1975,32.0418,1.3,0,0,1.066630e-01
2000,32.0418,1.3,0,0,1.067450e-01
2025,32.0418,1.3,0,0,1.068260e-01
2050,32.0418,1.3,0,0,1.069080e-01
2075,32.0418,1.3,0,0,1.069940e-01
2100,32.0418,1.3,0,0,1.070850e-01
2125,32.0418,1.3,0,0,1.071820e-01
2150,32.0418,1.3,0,0,1.072880e-01
2175,32.0418,1.3,0,0,1.074020e-01
2200,32.0418,1.3,0,0,1.075280e-01
2225,32.0418,1.3,0,0,1.076660e-01
2250,32.0418,1.3,0,0,1.078190e-01
2275,32.0418,1.3,0,0,1.079860e-01
2300,32.0418,1.3,0,0,1.081710e-01
2325,32.0418,1.3,0,0,1.083750e-01
2350,32.0418,1.3,0,0,1.085990e-01
2375,32.0418,1.3,0,0,1.088450e-01
2400,32.0418,1.3,0,0,1.091150e-01
2425,32.0418,1.3,0,0,1.094110e-01
2450,32.0418,1.3,0,0,1.097340e-01
2475,32.0418,1.3,0,0,1.100870e-01
2500,32.0418,1.3,0,0,1.104710e-01
2525,32.0418,1.3,0,0,1.108890e-01
2550,32.0418,1.3,0,0,1.113430e-01
2575,32.0418,1.3,0,0,1.118340e-01
2600,32.0418,1.3,0,0,1.123650e-01
2625,32.0418,1.3,0,0,1.129380e-01
2650,32.0418,1.3,0,0,1.135550e-01
2675,32.0418,1.3,0,0,1.142190e-01
2700,32.0418,1.3,0,0,1.149310e-01
2725,32.0418,1.3,0,0,1.156950e-01
2750,32.0418,1.3,0,0,1.165130e-01
2775,32.0418,1.3,0,0,1.173860e-01
2800,32.0418,1.3,0,0,1.183180e-01
2825,32.0418,1.3,0,0,1.193110e-01
2850,32.0418,1.3,0,0,1.203670e-01
2875,32.0418,1.3,0,0,1.214880e-01
2900,32.0418,1.3,0,0,1.226780e-01
2925,32.0418,1.3,0,0,1.239380e-01
2950,32.0418,1.3,0,0,1.252720e-01
2975,32.0418,1.3,0,0,1.266810e-01
3000,32.0418,1.3,0,0,1.281680e-01
3025,32.0418,1.3,0,0,1.297360e-01
3050,32.0418,1.3,0,0,1.313880e-01
3075,32.0418,1.3,0,0,1.331250e-01
3100,32.0418,1.3,0,0,1.349510e-01
3125,32.0418,1.3,0,0,1.368680e-01
3150,32.0418,1.3,0,0,1.388800e-01
3175,32.0418,1.3,0,0,1.409890e-01
3200,32.0418,1.3,0,0,1.431990e-01
3225,32.0418,1.3,0,0,1.455120e-01
3250,32.0418,1.3,0,0,1.479330e-01
3275,32.0418,1.3,0,0,1.504660e-01
3300,32.0418,1.3,0,0,1.531150e-01
3325,32.0418,1.3,0,0,1.558850e-01
3350,32.0418,1.3,0,0,1.587800e-01
3375,32.0418,1.3,0,0,1.618080e-01
3400,32.0418,1.3,0,0,1.649760e-01
3425,32.0418,1.3,0,0,1.682900e-01
3450,32.0418,1.3,0,0,1.717590e-01
3475,32.0418,1.3,0,0,1.753950e-01
3500,32.0418,1.3,0,0,1.792090e-01
3525,32.0418,1.3,0,0,1.832140e-01
3550,32.0418,1.3,0,0,1.874260e-01
3575,32.0418,1.3,0,0,1.918640e-01
3600,32.0418,1.3,0,0,1.965470e-01
3625,32.0418,1.3,0,0,2.015020e-01
3650,32.0418,1.3,0,0,2.067550e-01
3675,32.0418,1.3,0,0,2.123400e-01
3700,32.0418,1.3,0,0,2.182940e-01
3725,32.0418,1.3,0,0,2.246620e-01
3750,32.0418,1.3,0,0,2.314950e-01
3775,32.0418,1.3,0,0,2.388520e-01
3800,32.0418,1.3,0,0,2.468010e-01
3825,32.0418,1.3,0,0,2.554230e-01
3850,32.0418,1.3,0,0,2.648100e-01
3875,32.0418,1.3,0,0,2.750700e-01
3900,32.0418,1.3,0,0,2.863290e-01
3925,32.0418,1.3,0,0,2.987350e-01
3950,32.0418,1.3,0,0,3.124570e-01
3975,32.0418,1.3,0,0,3.276990e-01
4000,32.0418,1.3,0,0,3.446950e-01
4025,32.0418,1.3,0,0,3.637270e-01
4050,32.0418,1.3,0,0,3.851250e-01
4075,32.0418,1.3,0,0,4.092830e-01
4100,32.0418,1.3,0,0,4.366750e-01
4125,32.0418,1.3,0,0,4.678710e-01
4150,32.0418,1.3,0,0,5.035620e-01
4175,32.0418,1.3,0,0,5.445980e-01
4200,32.0418,1.3,0,0,5.920290e-01
4225,32.0418,1.3,0,0,6.471690e-01
4250,32.0418,1.3,0,0,7.116800e-01
4275,32.0418,1.3,0,0,7.877020e-01
4300,32.0418,1.3,0,0,8.780260e-01
4325,32.0418,1.3,0,0,9.863690e-01
4350,32.0418,1.3,0,0,1.117780e+00
4375,32.0418,1.3,0,0,1.279320e+00
4400,32.0418,1.3,0,0,1.481100e+00
4425,32.0418,1.3,0,0,1.738240e+00
4450,32.0418,1.3,0,0,2.074260e+00
4475,32.0418,1.3,0,0,2.527880e+00
4500,32.0418,1.3,0,0,3.167600e+00
4525,32.0418,1.3,0,0,4.126870e+00
4550,32.0418,1.3,0,0,5.704240e+00
4575,32.0418,1.3,0,0,8.730440e+00
4600,32.0418,1.3,0,0,1.668790e+01
4625,32.0418,1.3,0,0,8.698940e+01
4650,32.0418,1.3,0,0,2.000000e+02
4675,32.0418,1.3,0,0,2.000000e+02
4700,32.0418,1.3,0,0,2.000000e+02
4725,32.0418,1.3,0,0,2.000000e+02
4750,32.0418,1.3,0,0,2.000000e+02
4775,32.0418,1.3,0,0,2.000000e+02
4800,32.0418,1.3,0,0,2.000000e+02
4825,32.0418,1.3,0,0,2.000000e+02
4850,32.0418,1.3,0,0,2.000000e+02
4875,32.0418,1.3,0,0,2.000000e+02
4900,32.0418,1.3,0,0,2.000000e+02
4925,32.0418,1.3,0,0,2.000000e+02
4950,32.0418,1.3,0,0,2.000000e+02
4975,32.0418,1.3,0,0,2.000000e+02
5000,32.0418,1.3,0,0,2.000000e+02
300,56.9792,1.3,0,0,0.000000e+00
325,56.9792,1.3,0,0,0.000000e+00
350,56.9792,1.3,0,0,0.000000e+00
375,56.9792,1.3,0,0,0.000000e+00
400,56.9792,1.3,0,0,0.000000e+00
425,56.9792,1.3,0,0,0.000000e+00
450,56.9792,1.3,0,0,0.000000e+00
475,56.9792,1.3,0,0,0.000000e+00
500,56.9792,1.3,0,0,0.000000e+00
525,56.9792,1.3,0,0,0.000000e+00
550,56.9792,1.3,0,0,0.000000e+00
575,56.9792,1.3,0,0,0.000000e+00
